Status,County,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,PCP Ratio,# Dentists,Dentist Rate,Dentist Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,Presence of violation,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Hockley,9370.7407539,,9295.4566158,9921.0001589,20.058446187,3.8437794322,3.6036194639,9.1196388262,28.333333333,7.063197026,11.012658228,14.959071615,30.8,6.9,28.9,64.37322869,18.390213148,9,29,31.034482759,107.0,456.6,45.000723484,,65.049614112,22.802500919,3768,19.699900664,13.0,55.85392,1790:1,11.0,47.6438,2099:1,15.0,64.96880999999999,1539:1,4292.0,5749.0,5534.0,3648.0,25.0,,17.0,27.0,30.0,20.0,22.0,33.0,317.0,87.0,3075,5706,53.89064143,419,11270,3.7178349601,23.3,53.67965368,20.071684588,10.372465818,93558,20708,4.5179640719,1807,6120,29.526143791,33,14.1783029,106.0,447.63513514,99.0,84.68559404,7.5,Yes,11.681087763,6.6329753632,3.8195302843,1.5451174289,78.569311333,,74.445223079,84.763097474,7952,25.1,75.892419053,,75.900725068,75.605543714,336.0,465.6,,456.92959553,472.30062505,12.0,48.742840895,,,,,,,,,11.888383489,11.265763798,9.9,9.0,47.3,2850,12.2,3998.2298824,17.432875005,,,38.0,23.331921138,32.432869025,664,10.484762356,34.65003,2886:1,,48449,20817.0,44276.0,54217.0,62.631578947,43.086625557,18.221929787,,16.0,13.7,5533,68.605083695,545.0,7.2051824432,25.957207207,14.301801802,828,3.5862785863,318,1.3773388773,127,0.5500693001,11,0.0476437976,11103,48.08991684,10757,46.591302841,980,4.5221724886,49.995668746,9139,39.847394811
Rural,Hopkins,7840.5283482,8910.7832837,5822.8763709,7957.4660624,17.947426111,3.8549862563,3.7457333823,7.6148521082,11.158798283,6.0446780552,7.5849232201,16.801900108,31.4,6.8,28.6,40.129689144,17.885012478,5,46,10.869565217,176.0,485.9,42.945560187,55.555555556,40.444893832,42.84591195,6293,21.227147001,10.0,27.472530000000003,3640:1,10.0,27.40026,3650:1,21.0,57.54055,1738:1,4342.0,4453.0,4327.0,4179.0,34.0,38.0,13.0,34.0,33.0,23.0,23.0,34.0,452.0,93.9,4391,8441,52.019902855,612,17145,3.5695538058,21.1,40.0,33.866666667,22.003929273,93955,21150,4.4423167849,2771,8968,30.898751115,41,11.263736264,53.0,146.7453,129.0,71.426593948,10.1,No,14.764595104,10.498084291,3.9548022599,1.3935969868,82.813119958,91.825307951,82.369020501,81.239029427,12523,27.2,76.915212986,77.431835156,99.463218802,76.675142657,554.0,414.9,420.4291853,312.84662497,424.89673142,21.0,57.879940466,,,,,,,,,11.931532454,11.976997515,11.6,41.0,138.0,6540,18.2,2440.0751209,6.9397204883,,,57.0,22.668973334,31.953958926,1319,14.066332516,82.20079,1217:1,12.794033276,44925,34727.0,36968.0,53290.0,60.607831677,44.936080767,31.449417593,4.4,28.0,15.5,9209,69.308346504,1292.0,10.281712558,24.904099079,18.023893029,2574,7.0528277071,345,0.945309075,261,0.7151468654,40,0.1096010522,6174,16.916922402,26754,73.306663744,1068,3.1810329422,50.800087681,20965,59.62572168
Rural,Houston,9082.2956797,10413.130922,,9325.1261133,20.058404213,4.1039900327,3.841778369,8.8019559902,14.849187935,6.7415730337,6.4334085779,18.132949562,27.7,4.4,29.1,58.128265633,16.127739399,10,46,21.739130435,68.0,298.4,40.413997043,41.825095057,76.52173913,31.197301855,2947,19.085551454,4.0,17.579330000000002,5689:1,6.0,26.063159999999996,3837:1,4.0,17.37544,5755:1,4369.0,5996.0,,4185.0,33.0,26.0,43.0,33.0,38.0,28.0,30.0,40.0,220.0,95.2,2377,5342,44.49644328,447,10556,4.2345585449,31.8,70.265151515,70.028011204,15.178571429,71284,14148,5.0384506644,1731,4225,40.970414201,29,12.745011866,48.5,213.53409941,90.0,78.800826533,9.8,Yes,17.402113114,15.399239544,2.0509633313,1.6159105034,85.52264577,81.407702523,76.894409938,86.315566836,6439,39.9,76.649087806,75.120283165,94.039160204,76.48379082,390.0,441.2,524.56856889,,436.96615176,,,,,,,,,,,12.951866308,12.485441475,11.3,142.0,728.5,5310,23.3,5436.3054454,22.907068285,,,52.0,32.326849313,33.660034463,480,10.526315789,43.4386,2302:1,18.049327354,37723,22627.0,20956.0,41994.0,66.537890045,41.406015682,39.485563025,,16.0,14.0,5721,68.695965418,1391.0,17.89758106,19.76456279,21.632422571,5787,25.137917554,151,0.655922853,155,0.6732982929,2,0.0086877199,2522,10.955214804,14230,61.813127145,473,2.1819356029,46.609617306,17440,73.487274566
Rural,Howard,9585.9013866,5472.5530202,8630.6444592,10838.382692,19.980149713,3.7679788387,3.54106939,9.816713265,11.0,9.2113564669,10.452729694,15.636434463,36.6,6.8,24.4,82.363189764,19.831096785,7,47,14.893617021,183.0,491.9,67.454798331,49.222797927,81.538903244,55.555555556,4477,16.958333333,12.0,32.69042,3059:1,12.0,33.29634,3003:1,48.0,133.18535,751:1,7159.0,9543.0,7474.0,6907.0,26.0,37.0,21.0,27.0,33.0,14.0,27.0,35.0,334.0,91.8,4868,10674,45.606145775,568,13197,4.3040084868,23.1,52.598752599,23.017594601,7.2824716267,96346,22462,4.2892885763,2654,7961,33.337520412,45,12.25890814,225.5,607.39104671,159.0,87.003151812,7.5,Yes,13.029897367,9.0081154193,3.302097278,1.4279339581,80.117705453,,75.50073793,84.2708214,11299,17.6,74.286613058,75.977200757,75.77516348,73.21058463,614.0,537.1,328.15520967,458.30560038,608.09697381,20.0,62.344139651,,,,22.0,6.8987143305,,,,11.665603961,10.992145495,10.5,117.0,375.8,5030,13.8,5606.6953541,16.013639193,11.0,10.004183568,71.0,28.031995957,34.5421709,833,10.093299406,88.79023,1126:1,10.782241015,46899,26650.0,39314.0,56698.0,59.457045901,46.300429553,21.718627866,7.5,38.0,20.8,7508,68.056562727,1125.0,10.675650028,21.689789123,12.877358491,2218,6.15427303,613,1.7008879023,435,1.2069922309,28,0.0776914539,15278,42.391786903,17503,48.565482797,2427,7.1066733039,42.780244173,7025,20.064549297
Rural,Hutchinson,10051.736087,,8910.6021682,10279.432667,17.244045633,3.6620366275,3.7105379217,9.0175605126,,7.3504273504,9.5567867036,16.141536728,31.1,6.9,30.9,84.0,19.163909371,9,25,36.0,86.0,395.7,53.090633295,78.947368421,45.343137255,56.569889255,3498,19.470110208,7.0,32.541489999999996,3073:1,9.0,42.10526,2375:1,2.0,9.35673,10688:1,5199.0,,7886.0,4690.0,30.0,23.0,19.0,32.0,34.0,13.0,26.0,35.0,298.0,93.8,3181,5396,58.95107487,565,9392,6.015758092,17.2,73.4375,29.661941112,17.660750655,98425,19425,5.0669240669,1872,5613,33.351149118,41,19.060015806,96.0,482.77596178,102.0,94.259416701,7.1,No,11.091018686,7.4042553191,3.1946955998,1.0849909584,85.262807718,,77.234042553,89.561674628,7689,18.4,74.832483552,,79.625733025,74.423074846,366.0,509.6,,404.04162213,534.75795271,14.0,62.358024141,,,,,,,,,11.153227547,11.350827001,10.6,18.0,101.8,3500,16.1,2164.7810047,9.7732776735,,,45.0,29.553544455,30.750969197,711,12.195540309,32.74854,3054:1,,53465,,45487.0,52758.0,46.865389165,39.069403023,24.240452923,7.2,17.0,15.7,6202,79.523015771,571.0,7.6881648041,25.585964912,16.205847953,536,2.5076023392,468,2.1894736842,144,0.6736842105,18,0.0842105263,5000,23.391812865,15014,70.240935673,438,2.1668150787,49.726315789,4998,22.564334086
Rural,Jack,9640.4857575,,,,16.920468289,3.6697166421,3.5680966124,7.6023391813,,8.2278481013,7.6171875,16.9927002,28.6,6.0,24.1,60.382574082,19.744911455,2,18,11.111111111,38.0,428.0,39.058319957,,46.035805627,37.271448664,1311,20.859188544,3.0,34.30924,2915:1,,,,1.0,11.32246,8832:1,5601.0,,,,28.0,,,,35.0,,,,111.0,98.0,951,2374,40.058972199,147,3930,3.7404580153,23.6,52.941176471,32.321041215,25.289855072,107108,24267,4.4137305806,484,1887,25.64917859,13,14.867337603,19.5,218.72020638,46.0,103.91722767,8.6,No,10.396039604,6.2562396007,2.7722772277,1.8151815182,85.603615236,,,,2652,37.3,75.280841371,,,,144.0,463.7,,,,,,,,,,,,,,11.23187204,11.178023201,9.7,10.0,134.1,1500,16.9,1632.799688,18.053954976,,,16.0,25.688780425,32.073921785,268,13.555892767,22.644930000000002,4416:1,,47824,,35195.0,55522.0,58.011049724,,15.856891148,,,,2524,82.081300813,213.0,7.1983778303,21.818387681,16.779891304,347,3.9288949275,100,1.1322463768,50,0.5661231884,10,0.1132246377,1491,16.881793478,6801,77.004076087,276,3.3129276197,43.863224638,4813,53.217602831
Rural,Jackson,7679.6066481,21802.604924,5578.65169,7779.0178024,17.38073046,3.4982156887,3.4675043099,7.6210826211,17.021276596,7.7057793345,6.3888888889,14.256360958,31.0,7.8,24.7,50.095914742,18.432039182,10,30,33.333333333,46.0,310.5,39.871382637,81.447963801,48.648648649,27.903958469,2272,18.661190965,1.0,6.7254000000000005,14869:1,4.0,27.0179,3701:1,,,,4400.0,873.0,3815.0,4302.0,33.0,30.0,21.0,36.0,39.0,36.0,27.0,41.0,222.0,96.3,1956,3502,55.85379783,294,7366,3.9913114309,20.2,40.697674419,27.453416149,6.7422096317,103574,23026,4.4981325458,958,3778,25.357331922,18,12.105723317,31.0,208.34733517,56.0,75.860200488,9.5,Yes,13.698630137,9.5746785361,3.8943248532,0.4892367906,81.096464949,,72.247802428,79.549114332,5414,38.2,78.221387424,,78.471976473,78.42631453,204.0,404.2,850.41419091,356.06280228,403.93671337,,,,,,,,,,,10.781633165,10.712059791,10.8,15.0,124.2,2060,14.1,608.88760253,4.3260220428,,,29.0,28.401578736,31.198173889,451,11.455422911,47.28132,2115:1,,49350,42083.0,44948.0,67536.0,54.255639098,61.169748555,52.576321325,,10.0,13.5,3650,69.762996942,527.0,10.601488634,25.450861196,17.716987504,871,5.8831475853,126,0.8510638298,175,1.1820330969,7,0.0472813239,4948,33.421141506,8615,58.189800743,423,3.0853391685,50.442418102,8701,61.818827709
Rural,Jasper,10391.78559,13257.856779,,10379.43823,16.825964347,3.7432894215,3.7261751598,8.961038961,12.43339254,6.0836501901,8.4715374272,17.200099659,31.8,6.1,24.2,52.979557547,18.530274597,3,40,7.5,130.0,366.1,49.600837587,50.879396985,42.459736457,51.48895293,4522,16.070222822,13.0,36.467679999999994,2742:1,11.0,30.932760000000002,3233:1,11.0,30.932760000000002,3233:1,4829.0,6705.0,4099.0,4486.0,33.0,33.0,46.0,33.0,37.0,24.0,32.0,39.0,389.0,96.2,3237,7888,41.037018256,996,13380,7.4439461883,28.3,44.365781711,20.293398533,17.094017094,89455,17986,4.9735905704,2411,8551,28.195532686,50,14.026032316,121.0,339.83991012,153.0,85.995638391,9.5,Yes,11.657189277,8.1128162588,2.5995125914,1.4622258327,80.477153255,69.696969697,,83.775159548,9951,41.0,75.053777548,72.341406003,79.852488555,75.039027119,635.0,485.0,594.96837766,,486.2328375,15.0,43.538836642,,,,,,,,,11.414184311,11.546601162,12.9,46.0,156.9,7760,21.8,2709.6355121,7.5878899806,16.0,14.993206203,70.0,27.98488816,32.048474379,891,9.9697885196,56.241389999999996,1778:1,,43368,20000.0,27679.0,50636.0,57.580198665,60.859463732,51.418540838,4.0,22.0,12.4,8997,75.137798564,745.0,6.7299006323,24.031945108,19.299232305,5705,16.042855938,247,0.6945811423,183,0.5146087005,26,0.0731138044,2379,6.6899131071,26611,74.831978853,208,0.6235759683,50.482269902,27920,78.185382246
Rural,Jeff Davis,,,,,20.911765522,3.9223488297,3.7420195838,,,,,14.576328421,27.2,8.5,24.9,47.822374039,14.435289971,0,7,0.0,,,34.482758621,,,,406,28.855721393,1.0,45.45455,2200:1,0.0,0.0,2280:0,5.0,219.29825000000002,456:1,4295.0,,7211.0,3116.0,28.0,,30.0,27.0,26.0,,13.0,30.0,,100.0,142,402,35.323383085,33,1052,3.1368821293,34.8,,,,84156,20333,4.1388875227,10,353,2.8328611898,7,31.818181818,4.5,206.46937371,,,5.6,No,9.2682926829,3.1341821743,5.756097561,0.7804878049,64.324917673,,,,586,24.2,90.634279727,,,,24.0,180.5,,,,,,,,,,,,,,12.394732368,11.82753986,12.6,,,220,9.8,107.1224704,4.5739739711,,,,,30.039239458,25,18.796992481,43.859649999999995,2280:1,,38537,,36500.0,60000.0,56.41025641,,,,,,809,80.337636544,34.0,3.6247334755,8.5087719298,33.070175439,14,0.6140350877,32,1.4035087719,22,0.9649122807,1,0.0438596491,778,34.122807018,1406,61.666666667,234,10.733944954,48.947368421,2342,100.0
Rural,Jim Hogg,6878.4193045,,,,31.393387213,4.4841972293,3.7516235388,8.8282504013,,,,15.562215317,28.5,7.9,22.1,90.20754717,14.69860979,2,11,18.181818182,23.0,442.3,74.918566775,,,,837,19.759206799,,,,1.0,19.22338,5202:1,,,,6916.0,,,,25.0,,26.0,20.0,29.0,,29.0,30.0,69.0,84.8,584,1176,49.659863946,137,1894,7.2333685322,40.2,,37.353549276,13.043478261,80813,13569,5.9557078635,676,1567,43.139757498,1,1.9432568986,4.0,76.643035064,17.0,65.264127764,8.1,Yes,10.946745562,7.6923076923,3.7869822485,0.5917159763,77.339003645,,,,1273,29.4,78.13469298,,,,56.0,343.5,,,,,,,,,,,,,,14.992772698,12.355953775,10.3,5.0,124.0,380,7.3,901.38624829,17.007287704,,,11.0,30.085881516,33.182411856,134,8.4436042848,,,,32319,,31939.0,18750.0,83.149872989,,4.1434136014,,,,1205,75.929426591,138.0,9.2307692308,30.103806228,17.377931565,30,0.5767012687,28,0.5382545175,25,0.4805843906,2,0.0384467512,4828,92.810457516,291,5.5940023068,293,5.9722788422,49.673202614,922,17.396226415
Rural,Jim Wells,9280.5996658,,9378.4036819,9760.2667985,26.702873205,4.2160487537,3.6848829734,10.338559418,,10.581023454,8.7027914614,15.464355424,30.1,8.0,24.0,47.345609481,16.161123954,10,50,20.0,82.0,198.2,62.228106677,,67.316409791,38.181818182,6645,19.12725598,12.0,29.16231,3429:1,13.0,31.80739,3144:1,30.0,73.40168,1362:1,6165.0,,7028.0,4992.0,30.0,,30.0,29.0,36.0,,35.0,38.0,583.0,84.3,4554,10335,44.063860668,1259,16709,7.5348614519,36.3,,33.912425074,23.001830384,93236,16284,5.7256202407,4528,11633,38.923751397,33,8.0196359571,241.0,583.36560806,148.0,71.693269068,9.1,Yes,17.100506146,9.7328942554,6.2906724512,2.6391901663,83.753588815,,85.203738318,84.862255041,13419,49.4,76.219484368,,76.061911165,75.949594013,587.0,457.2,,456.29384999,475.49676016,18.0,38.637388113,,,,,,,,,13.739131477,11.912924845,9.9,25.0,76.1,4200,10.1,3879.0730855,9.4986852576,,,77.0,26.595009809,32.648121246,1070,8.8451682235,53.8279,1858:1,17.66358892,40681,,38601.0,55244.0,74.227305914,,34.301861493,10.4,36.0,17.4,9447,69.391802556,1372.0,10.967226219,28.230285533,15.04489736,209,0.5113650265,432,1.0569841697,190,0.4648772969,33,0.0807418463,32949,80.617063444,7285,17.824374251,1456,3.8264434575,50.610457292,16370,40.085214751
Rural,Karnes,6655.7547283,,7967.8597526,5286.3130651,23.500357864,4.0649096832,3.5751387042,8.5854456255,,9.4384707288,6.7605633803,16.953278608,29.9,7.3,22.9,76.666216945,18.545298243,9,36,25.0,22.0,146.9,48.293391431,,62.097246632,24.640657084,1583,15.559268724,4.0,26.22263,3814:1,10.0,65.84579,1519:1,2.0,13.169160000000002,7594:1,4554.0,,4099.0,5072.0,29.0,,23.0,32.0,45.0,51.0,45.0,45.0,,94.9,1754,4693,37.374813552,224,6424,3.4869240349,25.8,83.333333333,35.54309026,17.019027484,110798,18763,5.9051324415,1284,3021,42.502482622,21,13.766880818,39.5,261.58940397,51.0,67.636566184,9.4,Yes,16.009280742,8.2863849765,8.120649652,1.7401392111,82.572383073,,77.046413502,87.77325877,4449,26.9,78.607983828,,77.269579506,80.148630217,178.0,379.5,,444.87961267,325.1590397,,,,,,,,,,,12.892641927,11.445612131,9.4,32.0,246.4,2020,13.5,1579.6670747,10.656145943,,,27.0,25.572540774,33.857514898,311,9.450015193,19.75374,5062:1,31.379310345,48708,38507.0,47788.0,61811.0,62.330946698,46.650067904,23.435376273,,,,3200,74.366720892,316.0,7.7204984119,20.748008165,14.196352143,1303,8.5797063278,152,1.0008559953,68,0.4477513663,6,0.0395074735,8196,53.967208797,5525,36.379798512,917,6.4486638537,40.712451439,5691,38.390447922
Rural,Kenedy,,,,,26.744554328,4.2777782233,3.7533744235,,,,,15.42766013,27.7,3.3,22.9,0.0,14.956349516,0,8,0.0,,,,,,,69,20.116618076,0.0,0.0,404:0,0.0,0.0,417:0,0.0,0.0,417:0,33333.0,,,,,,,,42.0,,,,,,23,131,17.557251908,8,246,3.2520325203,18.8,,32.824427481,18.181818182,64750,16227,3.9902631417,26,164,15.853658537,0,0.0,4.0,977.99511002,,,8.4,Yes,13.793103448,2.7586206897,5.5172413793,2.7586206897,97.206703911,,,,174,6.3,,,,,,,,,,,,,,,,,,,,14.101769242,12.452912766,10.6,,,70,12.5,236.55421126,56.863993092,,,,,32.904311352,13,11.111111111,0.0,417:0,,38031,,,,68.0,,,,,,43,28.289473684,4.0,4.8192771084,27.338129496,18.225419664,9,2.1582733813,7,1.6786570743,3,0.7194244604,0,0.0,310,74.340527578,87,20.863309353,185,35.305343511,48.920863309,416,100.0
Rural,Kent,,,,,14.754954495,3.3295478788,3.4486592105,,,,,12.974708987,27.7,4.8,24.9,42.945544554,17.063189455,1,2,50.0,,,,,,,107,20.188679245,0.0,0.0,769:0,0.0,0.0,763:0,0.0,0.0,763:0,2048.0,,,,23.0,,,,19.0,,,,,90.0,110,135,81.481481481,12,460,2.6086956522,18.1,,,,100000,20536,4.8694974679,38,143,26.573426573,2,26.007802341,2.5,319.28480204,,,7.1,Yes,10.810810811,7.8378378378,1.0810810811,2.1621621622,72.333333333,,,,217,4.2,,,,,,,,,,,,,,,,,,,,10.078005591,10.474955407,12.1,,,100,14.5,292.05966445,36.145998076,,,,,28.311787122,23,15.032679739,0.0,763:0,,45330,,,,32.03125,,,,,,202,73.454545455,28.0,11.475409836,20.969855832,26.21231979,10,1.3106159895,12,1.5727391874,0,0.0,1,0.131061599,152,19.921363041,577,75.622542595,6,0.9708737864,50.720838794,808,100.0
Rural,Kerr,7951.0060131,,5993.9982325,8846.9661494,17.72254892,3.795610782,3.6302717176,7.9330222344,,8.1395348837,7.4684772066,14.273171923,28.7,6.8,24.3,71.528463476,15.768377052,10,53,18.867924528,57.0,111.9,36.372501219,,48.880327474,27.661795407,7275,20.180864934,44.0,85.43026,1171:1,33.0,63.8051,1567:1,143.0,276.48879,362:1,2600.0,4949.0,1396.0,2658.0,45.0,26.0,34.0,46.0,46.0,24.0,39.0,47.0,500.0,94.0,5284,9730,54.30626927,726,21290,3.4100516674,23.5,59.459459459,31.170696672,16.154608523,93452,22834,4.0926688272,3661,9694,37.765628224,73,14.173656415,120.5,237.52266814,205.0,80.488743355,8.5,Yes,18.163918287,13.088088088,3.7164656658,2.3381737632,78.844868735,,75.145797599,81.404226312,16518,20.7,78.150980676,,81.094611085,77.401605716,814.0,377.7,,308.01898229,408.69236205,25.0,63.083522584,,,,,,,,,11.552207894,11.517734749,13.8,52.0,118.3,7630,15.1,6364.3156987,12.824817529,24.0,15.566322262,58.0,16.3720174,28.787558311,1087,10.591444997,75.40603,1326:1,,49748,27931.0,41058.0,51360.0,59.027678187,50.743382952,25.038486459,5.1,48.0,18.8,14660,71.234207969,2009.0,10.276214834,19.332946636,27.424593968,742,1.4346481052,607,1.1736272235,539,1.0421500387,54,0.1044083527,13882,26.840680588,35760,69.141531323,1185,2.459833105,51.836813612,20397,41.102267003
Rural,Kimble,,,,,17.529282758,3.6576986247,3.621860676,7.8767123288,,,,14.363722506,31.1,7.2,26.6,60.646841763,15.955996302,2,32,6.25,18.0,410.2,47.04595186,,76.023391813,30.357142857,703,22.317460317,3.0,67.82727,1474:1,2.0,45.35147,2205:1,1.0,22.67574,4410:1,2714.0,,,,28.0,,22.0,28.0,25.0,,10.0,26.0,,98.1,388,770,50.38961039,67,1897,3.5318924618,36.8,,36.585365854,38.559322034,77276,17691,4.3680967724,399,829,48.130277443,9,20.348179968,4.5,101.99456029,17.0,76.784101174,7.5,Yes,12.311557789,10.603754439,0.4020100503,1.256281407,72.6062468,,67.415730337,69.674185464,1418,26.5,78.355964909,,,,64.0,367.4,,,,,,,,,,,,,,11.389519159,11.395424016,12.2,,,700,15.8,354.13850175,7.6869655253,,,,,29.536452089,113,13.1242741,90.70295,1103:1,,41081,,31884.0,41731.0,69.036334913,,5.0503164684,,,,1458,75.115919629,207.0,11.31147541,18.20861678,29.092970522,20,0.4535147392,57,1.2925170068,36,0.8163265306,4,0.0907029478,1084,24.580498866,3221,73.038548753,91,2.1785970792,50.816326531,2041,44.302148904
Rural,King,,,,,15.250317682,3.4022706446,3.446073088,,,,,14.518642296,28.7,5.5,22.9,56.293706294,19.044650701,0,1,0.0,,,,,,,49,20.331950207,0.0,0.0,289:0,0.0,0.0,296:0,0.0,0.0,296:0,,,,,,,,,,,,,,100.0,49,107,45.794392523,6,163,3.6809815951,24.4,,,,111750,34500,3.2391304348,6,73,8.2191780822,0,0.0,0.0,0.0,,,7.2,Yes,12.173913043,3.6036036036,3.4782608696,3.4782608696,89.595375723,,,,155,10.3,,,,,,,,,,,,,,,,,,,,10.360727384,10.623412053,11.1,,,40,15.5,75.937930456,26.551723936,,,,,29.972662988,12,13.793103448,0.0,296:0,,56346,,,,0.0,,,,,,20,19.801980198,1.0,2.0833333333,27.702702703,17.22972973,0,0.0,4,1.3513513514,0,0.0,0,0.0,54,18.243243243,234,79.054054054,5,1.8656716418,51.013513514,286,100.0
Rural,Kinney,,,,,26.901822081,4.3860535307,3.8199216554,7.3469387755,,,,16.119025608,28.5,8.7,22.7,69.983324069,15.162914687,3,6,50.0,5.0,140.9,50.938337802,,,,489,20.624209194,,,,0.0,0.0,3745:0,,,,2935.0,,,,35.0,,26.0,38.0,21.0,,13.0,24.0,,93.0,434,936,46.367521368,63,1150,5.4782608696,26.7,,,,89559,16424,5.4529347297,75,703,10.6685633,2,5.5710306407,0.5,26.198585276,11.0,61.124694377,7.6,No,8.3333333333,5.9259259259,2.6851851852,0.3703703704,81.419166057,,,,1113,12.5,81.44956051,,,,40.0,305.4,,,,,,,,,,,,,,14.315491738,12.495569073,11.0,8.0,259.6,350,9.9,81.698596557,2.2706669415,,,,,31.822609725,78,11.142857143,26.70227,3745:1,,42650,,51719.0,31557.0,56.451612903,,,,,,928,77.333333333,63.0,5.497382199,19.465954606,24.032042724,40,1.0680907877,56,1.4953271028,15,0.4005340454,8,0.2136181575,2230,59.546061415,1391,37.142857143,348,9.8779449333,44.405874499,736,20.455808783
Rural,Kleberg,8917.2541161,,8473.1736481,11291.406283,27.560404762,4.3504282641,3.7398702348,7.7429467085,,8.1946755408,5.3208137715,15.771092382,28.1,7.0,22.5,49.951654658,17.609024723,3,31,9.6774193548,244.0,765.9,37.337337337,,41.677127793,21.419009371,5426,20.965996909,13.0,41.0224,2438:1,15.0,48.25013,2073:1,12.0,38.600100000000005,2591:1,9249.0,19866.0,10323.0,7825.0,33.0,,34.0,34.0,38.0,31.0,33.0,43.0,346.0,88.3,4798,7562,63.448823063,795,13367,5.9474826064,34.1,21.674876847,30.287508262,21.288515406,91621,13738,6.6691658174,2928,7623,38.410074774,30,9.4667087409,160.0,499.53168904,71.0,44.674880133,9.1,Yes,19.39477304,14.129919393,5.7771664374,0.7336084365,76.120052197,,78.260389036,76.193231125,10500,18.5,76.024013257,,76.168144574,74.422736337,408.0,478.2,,465.74617743,541.7452727,15.0,48.559404338,,,,,,,,,14.127637941,12.156917876,9.0,27.0,104.0,3900,12.2,5334.2726929,16.637886195,,,27.0,12.099647318,33.13204433,745,9.311336083,41.81678,2391:1,,41257,,40460.0,54712.0,64.64811784,35.44618726,13.827979266,4.9,,,5808,53.002372696,1473.0,14.466705952,24.459598559,12.924601132,1092,3.512609367,278,0.894235718,719,2.3127895008,55,0.1769171384,22660,72.88986104,6321,20.33260422,840,2.8611328724,48.941713845,6050,18.870278532
