,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
,,Inadequate Facilities,-0.004769287,0.23322302,0.267098145,0.288141213,0.230310846,0.247218858,0.247348864,0.217449292,0.097408738,0.185229419,0.054437254,0.160853532,0.232513339,-0.048273923,-0.225707904,-0.001499686,-0.147924273,-0.182374245,-0.056559169,-0.060538772,-0.04005852,-0.07216131,0.050053427,0.150374332,0.10545152,0.087429954,0.158987229,-0.052776005,0.074948411,-0.095022321,-0.095028855,-0.076616163,-0.080472582,-0.109155477,-0.104714618,0.063079599,-0.136020609,-0.038903492,-0.093597755,-0.165152336,-0.113706715,-0.042993714,-0.176177177,-0.034787437,0.066484478,0.02233879,-0.042481426,-0.101007068,-0.004022028,-0.084978037,-0.074557995,-0.147179523,-0.061252128,-0.079226579,0.192972762,0.197218323,0.146331733,0.187544907,0.328629328,-0.236126364,-0.135019228,0.00849011,-0.055352459,-0.068900009,0.372359645,-0.090180036,-0.147500436,-0.049146204,0.096076665,-0.074730514,0.065252732,-0.086804125,0.295492297,0.049386201,0.120918568,1,-0.034971006,-0.001510904,0.089795001,-0.153171263,-0.080036599,-0.085368885,-0.074367122,-0.177793709,-0.138828077,-0.114518671,-0.068796815,0.083219866,0.283660246,0.270823512,0.224495314,-0.112593854,0.189512629,0.640509907,0.359892086,0.130562093,-0.085951419,-0.133821268,0.627979387,0.351682285,0.25107635,0.255872523,0.255065438,-0.006005044,-0.084648949,-0.137550684,-0.077476984,0.008458908,-0.039576588,0.259214501,-0.174936791,0.085053027,-0.086441064,0.029050087,0.087496417,-0.056497022,0.013024323,-0.092946812,0.285718818,-0.15357403,-0.126007894,-0.167774673,-0.213102094,0.162895327,0.114280802,-0.110673033,0.210064222,-0.136229974,0.233253336,-0.082729003,-0.138418983,-0.069390894,0.043533103,0.130170857,-0.046760019,-0.071891611,-0.096191775,-0.07336653,-0.065287161,-0.09036358,-0.15081283,-0.084728332,-0.019517679,-0.036201011,0.154889706,-0.112517641,-0.119664368,-0.03133073,0.090123656,0.002215625,-0.105727987,0.056330198
,,Association Rate,-0.02568418,0.232082683,0.507883688,0.301227682,0.236912728,-0.250318088,-0.170178579,-0.024727304,-0.083723204,0.308213489,0.195676097,0.062876295,-0.176586538,-0.163744159,-0.002571334,0.125569935,-0.074364248,-0.112101029,-0.222197977,-0.245739893,-0.026631698,-0.249654132,-0.010749316,-0.070781579,0.624460169,0.24914422,0.280973716,-0.214766501,0.237684011,-0.236746891,0.000601594,-0.202249388,-0.236620216,-0.21880746,-0.024210089,-0.169507672,0.143575264,-0.0334345,-0.079919442,-0.074390821,-0.092948582,-0.192870657,-0.004164202,-0.300667064,-0.107721241,-0.312571155,-0.267524261,-0.332844318,0.262597286,-0.222359308,-0.220422169,0.068535698,-0.221124624,-0.22501156,-0.288114659,0.062126457,0.389180411,-0.069810656,-0.072749746,-0.157238157,-0.075391411,-0.150791427,-0.21506116,-0.231497705,-0.098849269,-0.224468694,1,-0.167766803,-0.270257374,-0.259536237,0.513596572,-0.450458849,-0.426889006,-0.33395196,-0.266270485,-0.147500436,-0.133112299,0.083897523,-0.146600417,0.126156984,-0.225217782,-0.222703453,-0.130691932,-0.572910945,-0.034415859,-0.295887255,-0.245495945,0.161591669,0.544023219,0.295691071,0.201964649,-0.311377387,0.485883397,0.514271676,0.444818376,0.416060091,-0.319321768,0.529459252,0.651178442,0.460321457,0.499193795,-0.20097201,-0.090161566,0.269604603,-0.188625502,-0.275071586,-0.20921155,0.057211602,-0.257360673,-0.043915741,-0.329889519,0.336314554,-0.295102205,0.550659256,-0.414155646,-0.217872669,0.483417047,0.106353747,0.168829066,-0.202771125,-0.483369861,-0.04824834,-0.246503432,0.007526143,-0.223054543,-0.146739218,0.223850324,-0.30646964,0.372594641,-0.242685021,0.271361639,-0.211041504,-0.320414923,-0.265617834,0.471448155,-0.161003798,-0.184463643,-0.211594848,0.289302566,-0.184185919,-0.243602842,-0.219402208,-0.137238083,-0.229220443,-0.2609738,-0.242891246,0.360962092,-0.19315443,-0.265312372,0.050519997,-0.373478108,0.401723513
,1,Teen Birth Rate,0.07081382,0.230490225,0.363166378,0.489237055,0.410769859,0.664723945,0.596986924,0.345475158,0.279886158,0.167556769,0.200603918,0.222457014,0.420013004,0.162308478,0.073936928,0.073930621,-0.015699117,-0.359223916,-0.12182119,-0.132092266,-0.097289606,-0.142446496,0.012009152,1,0.66452046,0.829741655,0.7240582,-0.104758694,0.413581319,-0.195046232,-0.220010993,-0.146487802,-0.200662878,-0.150342528,-0.247934878,0.263723627,0.115788632,0.214136748,0.17802216,-0.520429334,-0.141438595,-0.248228688,-0.508780264,-0.388524471,-0.268391771,-0.324039152,-0.418156555,-0.182335489,-0.157532561,-0.176442795,-0.149256682,-0.598552068,-0.130805792,-0.166625084,0.351852056,0.544979147,0.280861483,0.097091854,0.404690856,-0.495246184,-0.428778782,0.154716829,-0.103494555,-0.141793886,0.348518446,-0.177626835,-0.070781579,-0.082733603,0.197002535,-0.147831542,0.037622067,-0.418124007,0.124237161,-0.185362916,0.400820423,0.150374332,-0.074831119,0.094847724,0.118540093,0.159031387,-0.164769697,-0.419236454,-0.186203439,-0.325384901,-0.298075607,-0.441769977,-0.140889636,0.274676421,0.472176289,0.511541383,0.492701879,-0.109481898,0.158997653,0.409919674,0.504706043,0.444870422,-0.080641782,0.235814763,0.71106988,0.682088007,0.625975486,0.608011937,0.44731853,-0.142220772,-0.101077291,-0.008373657,-0.153962984,-0.314039307,-0.09742786,0.204366996,-0.143995636,0.257290872,-0.145620216,0.213036721,0.423777826,-0.113441415,0.028741748,0.011376791,0.531266516,-0.54816753,-0.264127497,-0.186783188,-0.300793169,0.63164797,0.053318673,-0.20623258,0.384035232,-0.128114726,0.004325989,-0.178968543,-0.160570901,-0.139638919,-0.099251132,0.397536922,-0.186837435,-0.12146597,-0.132312021,-0.138037761,0.219632195,-0.193029253,-0.232236578,-0.143482597,-0.022519064,-0.071014459,0.600590047,-0.254048938,-0.58564038,-0.053315069,0.461545486,-0.285297482,-0.392589657,-0.260776432
,,% Children in Poverty (Hispanic),0.030549868,0.225307125,0.296879567,-0.062052933,0.126689782,0.302178402,0.427696227,0.512002013,-0.018557592,0.02413266,0.044687806,-0.057478256,0.39968507,0.036994528,-0.178904399,0.176748716,-0.099798282,-0.432768911,-0.028684337,-0.031863311,0.032106387,-0.04173696,-0.03319743,0.097091854,0.177101854,-0.026023218,0.035111176,-0.005266223,0.221639402,-0.044673179,-0.018890469,-0.036094748,0.017486591,-0.049724284,-0.114347734,0.068500786,-0.121344875,0.12725457,-0.037381325,-0.090000156,-0.075358815,0.133910805,-0.111864981,-0.014295947,0.075631529,-0.029221478,-0.009533264,-0.027607067,-0.060469411,-0.046906664,-0.033876385,-0.226707233,-0.019319087,-0.040342876,0.279413587,0.379238594,0.218587083,1,0.263488125,-0.408351354,-0.416718642,0.17878804,-0.008992055,-0.027997237,0.262325412,-0.045578981,-0.069810656,-0.009477271,-0.023657151,-0.049416285,0.103166815,0.082571017,0.242818964,0.194669482,0.135174348,0.187544907,-0.025131974,0.140657852,0.028596619,0.007322562,-0.04048837,-0.051914024,-0.09401426,-0.079897768,0.176658538,-0.076624415,-0.033471578,0.122546887,0.322580533,-0.045205259,0.135598982,-0.003387973,0.200123995,0.026081938,0.208887418,0.185691385,0.047748647,0.183726526,0.592264591,0.471530003,0.354147882,0.409167689,0.517566245,0.207370171,-0.017093766,0.032166461,-0.028739335,0.262325654,0.006682898,0.016243549,0.015258222,0.154241016,-0.04626838,0.15025101,0.145987987,-0.013327363,0.003875746,0.00175462,0.219059105,-0.362029085,-0.288596752,-0.470484566,-0.309156411,0.347272291,-0.132117772,-0.107331665,0.120062507,-0.042236774,0.073031217,-0.04393896,-0.00553611,-0.020153033,0.250404147,-0.081521945,0.159617923,-0.024921303,0.047465932,-0.03373938,0.009706042,-0.059064601,-0.122794339,-0.051246412,-0.08928427,0.005666392,0.039147648,-0.079356134,-0.042952241,0.019357835,0.107033903,0.102253308,-0.066644495,0.103003142
,1,Teen Birth Rate (Hispanic),0.056916438,0.218362534,0.263208297,0.464896463,0.305716053,0.493513305,0.411160893,0.155465365,0.221413188,0.254792224,0.179498409,0.15293027,0.310866979,0.142996252,0.062464019,0.095270681,-0.004987285,-0.196385004,-0.104371159,-0.117260927,-0.030503038,-0.112016935,0.102787621,0.829741655,0.561796793,1,0.452962773,-0.101827777,0.395121634,-0.154635765,-0.043644447,-0.12206765,-0.122622079,-0.107231539,-0.12130607,0.06787719,0.038563386,0.202922889,0.111163304,-0.403912396,-0.088118604,-0.221369427,-0.409851128,-0.332615887,-0.202411616,-0.330627209,-0.33586681,-0.143551754,-0.072944087,-0.151908948,-0.132283823,-0.496866067,-0.126796443,-0.1453093,0.031403182,0.391894974,0.305140891,-0.026023218,0.181190939,-0.380226064,-0.278372828,-0.014428577,-0.10079012,-0.133174816,0.232762843,-0.142526807,0.24914422,-0.069761953,0.299862787,-0.125391542,0.138710597,-0.52568838,0.004132983,-0.177614206,0.215988916,0.087429954,-0.094093618,0.049786873,0.035185485,0.165857872,-0.144359409,-0.484670638,-0.267792955,-0.312134189,-0.237984143,-0.336284433,-0.132146803,0.288037093,0.39733833,0.484724409,0.363412698,-0.066998469,0.156092244,0.096037691,0.490711182,0.346085569,-0.045737299,0.275246874,0.694466671,0.685476409,0.577357882,0.432519982,0.267896443,-0.108754336,-0.068710594,0.008961815,-0.131283304,-0.209648809,-0.111782638,0.162630366,-0.082236512,0.164724551,-0.118685927,0.276961581,0.277585926,-0.107584417,0.20112363,0.15514763,0.373793487,-0.444222926,-0.327416235,-0.17322242,-0.248876893,0.482730083,-0.086711785,-0.162546955,0.301551287,-0.096415892,0.006372899,-0.162983503,-0.199689503,-0.11963512,-0.150183327,0.278293627,-0.144241503,-0.096492433,6.47E-05,-0.119911508,0.27656033,-0.159984141,-0.198480804,-0.13369054,-0.03820871,-0.087069435,0.4252443,-0.212087217,-0.426173791,-0.065175531,0.328057795,-0.314352326,-0.407550765,-0.174580745
,,% Drive Alone,-0.018323368,0.205824241,0.253828139,-0.037921222,-0.007700825,-0.127176286,-0.082907077,-0.023782761,0.099686942,-0.034299773,0.005957908,0.093848029,0.087129618,0.205555184,-0.003328815,0.114066905,0.039549963,0.151286415,0.008394297,0.02343341,0.045845484,-0.021866008,-0.143805729,-0.074831119,0.034979985,-0.094093618,0.019299337,-0.004532588,-0.311589532,-0.011302664,0.012150583,-0.014352429,0.046191425,-0.049986545,-0.134267995,0.263183733,0.112638714,-0.025571321,0.145868696,0.101844901,0.020636442,0.007570304,0.157824885,0.192537023,-0.061894123,0.157667913,0.206814626,-0.038103336,0.015308259,-0.009386149,-0.00629962,-0.011943977,0.005274408,-0.00347211,0.024513277,-0.164777988,0.002424633,-0.025131974,-0.103467824,0.077390302,0.040920542,-0.0213813,-0.003249614,0.001705054,-0.114480671,0.013744953,-0.133112299,-0.007201395,0.206859562,-0.006314693,0.009458895,0.297480911,-0.01546694,0.05034742,-0.109934905,-0.034971006,1,0.61214345,0.540476665,0.52540769,0.001580164,0.071953074,-0.285499319,-0.206097922,0.046650608,-0.094606711,0.015853125,0.163564983,0.222347009,-0.070331394,0.07290615,-0.096032348,0.20041479,0.330272588,0.077920964,0.105378215,-0.121515116,0.361842232,0.301997035,0.048515089,0.282724457,-0.096677915,-0.040954087,0.015708566,-0.056919636,-0.011872451,0.004391197,0.220984417,-0.004919003,-0.163104572,-0.140263924,-0.032480027,-0.023088565,0.004535813,0.091114096,-0.000446839,-0.279170598,0.085516398,0.179380436,0.117632622,-0.106521364,0.020254267,0.019605431,-0.139569027,-0.122806144,0.036991127,0.143842522,-0.06237779,-0.022723556,0.011782936,-0.011961092,-0.013533234,0.06377428,0.080550763,-0.139000129,0.00115301,0.21909662,-0.011660865,-0.115740206,-0.01165392,-0.000276374,-0.002902433,-0.089115949,-0.014555351,-0.168741765,0.022315689,0.113226695,-0.022820595,-0.205986003,0.066375707,0.178772288,-0.076253203
,,Graduation Rate,-0.055146973,0.196879045,0.199730165,0.004060418,0.170038627,-0.247345538,-0.211857588,-0.105735892,-0.171596571,-0.078551133,-0.07651482,-0.106404191,-0.138797126,-0.040673609,0.010925343,0.079763918,-0.136856058,-0.00189003,-0.180293783,-0.196712413,-0.01348918,-0.159516057,-0.122732589,-0.157532561,0.043493936,-0.072944087,0.023482187,-0.166350309,-0.01762686,-0.157383643,-0.133854198,-0.155961191,-0.2627065,-0.15999404,-0.193874253,-0.161669138,-0.02270167,-0.127347998,-0.092636275,0.027406073,-0.058501223,-0.094152963,0.025977188,-0.076150354,0.052250101,-0.095109865,-0.041998093,-0.156286727,1,-0.151137747,-0.159326952,0.063709247,-0.155595855,-0.15509911,-0.177128729,-0.175545661,0.09533092,-0.060469411,-0.031966301,0.155291036,0.206844274,-0.180194321,-0.171090892,-0.161959682,-0.292928281,-0.173309851,0.262597286,-0.150300478,-0.247507089,-0.15421,0.276819953,-0.133296563,-0.33259109,-0.33206882,-0.178361491,-0.004022028,0.015308259,0.016026406,-0.152459888,-0.070427389,-0.157241607,0.155543369,-0.032561856,-0.063666505,0.144782357,-0.109934348,-0.163315579,0.067994643,0.064146875,-0.047017133,0.065077235,-0.157691023,0.051159191,0.19603794,-0.075462333,0.013890809,-0.181965673,0.111759358,-0.375664689,-0.20735592,0.012468977,-0.22225023,-0.148021358,0.216220812,-0.152660225,-0.137213763,-0.158643873,0.032333532,-0.201000163,-0.040699587,-0.264343553,0.258431383,-0.174140082,0.170339044,-0.276957648,-0.162875514,0.21809285,-0.112294091,0.082699919,0.148878955,-0.063442688,0.101747791,0.041940644,-0.235490429,-0.08874963,-0.070944014,-0.096330381,-0.186869908,0.246499831,-0.156000575,0.277416696,-0.164233849,-0.324435285,-0.038405142,0.267397289,-0.143889866,-0.106214774,-0.163761705,0.103454396,-0.103703613,-0.099902294,-0.188391804,-0.141719544,-0.178502462,-0.258667584,-0.135131208,0.320312389,-0.157057793,-0.137896446,0.116734164,-0.108523898,0.350750555
,,% LBW,-0.07451559,0.193017527,0.056595136,0.299815644,0.177220086,0.285114458,0.305222969,0.255297794,1,0.228708364,0.604980084,0.700192045,0.31425297,0.129283564,-0.139716656,0.086153775,-0.091346791,-0.210978501,0.051391452,0.055939398,0.000995638,0.056909034,0.142412704,0.279886158,0.238981119,0.221413188,0.173203823,0.045407848,-0.026397014,0.040062063,-0.058721862,0.051028,-0.035328629,0.063677084,0.064743549,0.12481101,0.202406364,0.045649693,0.054321998,-0.175684685,0.011108611,0.002441817,-0.196659618,-0.106481902,-0.096334819,-0.1081737,-0.099997164,0.052776765,-0.171596571,0.038975323,0.044127725,-0.137076307,0.049299444,0.038877692,0.328849585,0.322848672,0.023030894,-0.018557592,0.187017086,-0.241825922,-0.285677878,0.216568647,0.055853426,0.045617148,0.262513362,0.04186045,-0.083723204,0.062192835,0.297733211,0.061145529,-0.096945247,-0.017025668,0.075141281,0.059931179,0.02148314,0.097408738,0.099686942,0.084038781,0.189134768,0.19869032,0.041659334,-0.03754108,-0.131935879,-0.238433048,-0.28166127,-0.148207464,0.053833429,0.198980712,0.16120041,0.330131394,0.255812814,0.093144745,0.009019635,0.130316448,0.146208671,0.016777156,0.139858866,0.278012696,0.240432771,0.34333256,0.161912684,0.29918302,0.271774192,0.046814331,0.057258112,0.171122796,0.044548894,0.129369214,0.057998736,0.054819509,0.106006395,-0.010519993,0.07461414,-0.183392444,0.344503308,0.041363755,-0.263812034,0.156292219,0.166483019,-0.241790213,-0.187138977,-0.053912788,-0.130086678,0.244362366,-0.053860788,0.053830065,0.409341135,0.075055334,-0.019231576,0.040527217,-0.140369087,0.044759175,0.10043918,-0.048604406,-0.065773169,0.054587148,0.252983375,0.045300956,-0.098387877,0.035598207,0.039140374,0.054000132,0.018764272,0.058648432,0.139706457,0.013263138,-0.231746406,0.045618562,0.010155396,-0.120177315,-0.069040032,-0.064275278
,,Preventable Hosp. Rate (White),-0.013131245,0.192335808,0.041017115,0.201401085,0.235006686,-0.059577214,-0.025228158,0.004549433,0.054321998,-0.163037672,-0.046285706,0.072572405,0.125097191,0.110424927,-0.101207593,0.082822112,-0.043916268,0.07935813,-0.089527862,-0.085180406,0.023463689,-0.113809061,0.027204962,0.17802216,0.008267239,0.111163304,0.265421158,-0.100607302,-0.014317819,-0.123085922,-0.162669788,-0.104263364,-0.21894509,-0.118578077,-0.257381609,0.835260481,0.543103165,0.195282364,1,-0.124508393,-0.038536966,-0.099970229,-0.188501184,-0.217667,0.039428643,-0.212148579,-0.217094794,-0.13360713,-0.092636275,-0.10445181,-0.101450959,-0.059890568,-0.093961811,-0.104725883,0.094712973,-0.011567414,0.049354657,-0.037381325,0.115488363,-0.044027061,-0.087701712,0.082132938,-0.102950937,-0.103721373,-0.003231681,-0.105922313,-0.079919442,-0.086499257,0.05010973,-0.108927931,0.141002089,0.030641524,-0.104395058,-0.025044812,-0.141689384,-0.093597755,0.145868696,0.121059882,-0.051586605,0.211881367,-0.10232345,0.096921083,-0.187645086,-0.211157007,-0.015760078,-0.351999065,-0.093445193,0.216333559,0.08670025,0.175502186,0.300511759,-0.130402407,0.256915109,0.213448265,0.142775258,0.41626168,-0.149672472,0.226771355,0.091748171,0.239702603,0.268658789,-0.04203302,-0.006756979,0.048609502,-0.094880895,0.004540426,-0.083708077,0.164404467,-0.114885142,-0.033926602,-0.179892292,0.155774101,-0.129524212,0.236376338,0.100111043,-0.098209686,0.00109155,-0.091554042,0.129067919,-0.038838882,-0.187760896,0.051648992,-0.10921835,-0.027395348,-0.161214582,-0.042283781,0.144590504,-0.106368465,0.186639733,-0.105009237,0.067602146,-0.101959412,-0.02013293,0.072610763,-0.108181263,-0.059411007,0.138906064,-0.100444286,0.083872802,-0.085719198,-0.044904516,-0.060451662,0.009831615,-0.127501136,-0.096628114,-0.085029084,0.065084961,-0.102359881,-0.082260984,-0.071989874,-0.020836386,0.000242191
,,% Drive Alone (White),0.070062817,0.190952982,0.352253611,0.093614407,0.072875195,-0.062099098,-0.027207517,0.023820413,0.19869032,0.11252059,-0.000467128,0.255453227,0.111197632,0.225323301,-0.130759621,0.195162962,0.241273807,0.044471574,0.0747129,0.079660051,0.01968652,0.060985145,-0.014463506,0.159031387,0.2989479,0.165857872,0.221702722,0.054320997,-0.004227326,0.052091366,0.10245498,0.061810918,0.092355902,0.039774812,-0.008534881,0.103055982,-0.02815139,-0.095347024,0.211881367,0.023953354,0.077329006,-0.004882887,-0.017154673,0.00259171,0.003333826,-0.06467937,0.046266492,0.040341015,-0.070427389,0.039936642,0.048923334,-0.044711153,0.057701379,0.047257027,0.206339488,-0.109635013,0.067095547,0.007322562,-0.079173018,-0.01140896,-0.04736071,0.042910964,0.061919648,0.051427282,0.024521135,0.076790808,0.126156984,0.071509237,0.380411573,0.067052849,0.074807539,-0.013301199,-0.116469697,-0.024168534,-0.102025827,-0.153171263,0.52540769,0.36723369,0.224406913,1,0.053139136,-0.268279297,-0.263915694,-0.40130491,0.015444337,-0.209220791,0.075133668,0.248095851,0.394500692,0.05997233,0.18991147,0.075349259,0.089025378,0.198079559,0.191694949,0.066092046,0.102954524,0.389924632,0.575514587,0.454314696,0.435165657,-0.04953332,0.004715322,0.095892348,0.068732472,0.077924893,0.06734434,0.232820067,0.048724425,-0.101387572,0.100844871,0.032802034,0.082690995,0.16077122,0.187227944,0.056253923,-0.007158571,0.173969827,0.126609487,-0.036982785,-0.352980164,0.037676987,0.004438316,-0.035164745,-0.175316771,-0.054561258,0.327228489,0.107987202,-0.144603033,0.051980244,-0.096141652,0.05335085,-0.012264604,0.222776663,-0.153138295,0.081653428,0.260294068,0.053540758,0.070379574,0.035773948,0.031290641,0.051572029,-0.097210688,0.036586059,-0.105403221,0.046564565,0.018562285,0.039459566,-0.024249862,0.062036628,0.001296381,-0.194795213
,,Physically Unhealthy Days,0.088271892,0.190575555,0.362352722,0.425614218,0.253271151,0.934519613,1,0.834751317,0.305222969,0.104838771,0.179449664,0.135634189,0.731785463,0.122905621,-0.140506629,0.060618427,-0.040656118,-0.707427494,-0.084662646,-0.08492139,0.016321562,-0.081563971,0.026159627,0.596986924,0.29592305,0.411160893,0.268506651,-0.042396939,0.52464636,-0.123685222,-0.11568507,-0.097715962,-0.12641649,-0.106315282,-0.096766008,0.16868682,-0.000331621,0.15204927,-0.025228158,-0.364484405,-0.132959181,-0.099716437,-0.41924149,-0.215908717,-0.103169752,-0.127618985,-0.249876476,-0.100773003,-0.211857588,-0.119564194,-0.092749042,-0.520342094,-0.070172375,-0.10901357,0.544527925,0.749448098,0.246100762,0.427696227,0.58541273,-0.708980041,-0.720409657,0.410121175,-0.03588974,-0.075603241,0.405943537,-0.126906087,-0.170178579,-0.040216093,0.12520414,-0.097629903,-0.128619246,-0.164071084,0.439079589,0.161990828,0.504278061,0.247348864,-0.082907077,-0.020668589,0.182430272,-0.027207517,-0.10554048,-0.3405407,-0.01707956,-0.159333397,-0.219986907,-0.16153797,-0.087080881,0.155788914,0.475405146,0.438232848,0.300823744,-0.065895053,0.003234286,0.254506397,0.203600691,0.26758546,-0.051177547,0.006260065,0.539799458,0.43246599,0.441018162,0.991553562,0.925908513,-0.004429371,-0.085366143,-0.046951614,-0.106503843,-0.121420694,0.021844555,0.262647271,-0.079935507,0.05899915,-0.096124794,0.007902128,0.60720893,-0.05737176,-0.037245862,0.071578674,0.370890014,-0.697661461,-0.306151353,-0.466987658,-0.513837264,0.742676042,0.116312478,-0.172001355,0.180904811,-0.094266523,-0.071022612,-0.11124307,-0.181703799,-0.079387452,0.221543632,0.233218069,-0.081226309,-0.107316843,-0.062042388,-0.083794528,0.123123232,-0.17592467,-0.226299533,-0.063855949,0.000384234,0.027907937,0.623275586,-0.203101228,-0.626267882,0.003273176,0.512794671,-0.051124736,-0.225279904,-0.126661972
,,% African American,-0.004501485,0.186436118,0.049429189,-0.281285186,0.028034257,-0.165171877,-0.062042388,0.087223608,0.252983375,-0.055349439,-0.284201972,0.000692056,0.317383075,0.404705978,-0.302080797,0.298648328,0.006931461,0.085016184,0.25725753,0.278247528,0.096028627,0.23043107,0.137367566,-0.132312021,0.013898711,6.47E-05,0.00344718,0.22256069,-0.244583212,0.250524543,0.052511522,0.246880368,0.278593892,0.222474639,0.112196208,0.050742113,-0.071267817,-0.058116322,0.138906064,0.244241037,0.173035102,0.195192878,0.241876098,0.309027506,0.201799441,0.23545295,0.345568552,0.226131882,-0.106214774,0.242695913,0.242630067,0.027633199,0.237508232,0.244620071,0.17838098,-0.023253673,0.060058451,0.047465932,-0.124490757,-0.000686274,-0.058557639,0.047071293,0.231140175,0.23687777,0.118738407,0.290374115,-0.184463643,0.217906899,0.341242164,0.245251299,-0.061046806,0.574076896,0.13685039,0.337756756,-0.173829469,-0.096191775,0.21909662,0.156219898,0.085312208,0.260294068,0.248226111,0.21413746,-0.218593571,-0.267905852,0.266256938,-0.076766778,0.260788863,0.172574962,0.075918709,-0.293586725,0.056148961,0.229826979,0.10299579,-0.100528863,-0.110776719,0.174860241,0.241812558,0.303134778,0.439890732,0.054199814,0.223424417,-0.094193899,0.037829544,0.232724432,0.227639797,0.364560809,0.281530658,0.69010845,0.212225043,-0.171773189,0.237032976,-0.185625926,0.238409255,-0.107142218,0.425408666,0.226422799,-0.327733014,0.070146585,-0.145932451,0.011804775,-0.270663292,0.012681874,0.00715014,0.109706485,-0.163542317,0.411269612,0.324356104,0.229704573,0.054372438,0.253438143,-0.14746705,0.242405497,0.31328311,-0.142473879,-0.172816426,0.304398471,1,0.237694273,-0.218936091,0.255867844,0.266635784,0.25603699,0.177048381,0.160121091,-0.392134203,0.283267335,0.087086625,0.180850069,-0.222907736,-0.032798187,0.358952766,-0.107582021
