URCS,URCS Name,County,FIPS,URCS description,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Urban,Medium metro,Armstrong,48011,"Counties within MSAs of 250,000-999,999 population",1e-06,1e-06,1e-06,1e-06,11.754162254,2.9602024512,3.2779770793,8.1081081081,1e-06,1e-06,1e-06,12.559902118,29.4,6.4,24.7,2.524986849,20.067384297,2.0,8.0,25.0,69.0,,34.852546917,1e-06,1e-06,1e-06,229.0,15.642076503,,,,,1e-06,1e-06,6573.0,1e-06,1e-06,1e-06,36.0,1e-06,1e-06,1e-06,27.0,1e-06,1e-06,1e-06,1e-06,100.0,292.0,385.0,75.844155844,23.0,920.0,2.5,15.1,1e-06,1e-06,1e-06,123167.0,30708.0,4.0109092093,84.0,417.0,20.143884892,5.0,,3.0,152.82730515,12.0,,6.8,9.0909090909,6.7510548523,1.958041958,,68.78251821,1e-06,1e-06,1e-06,661.0,49.6,72.397526066,1e-06,1e-06,1e-06,38.0,553.0,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,8.8456485736,9.6917832343,11.3,1e-06,1e-06,260.0,13.8,376.47952395,19.804288477,1e-06,1e-06,1e-06,1e-06,28.684100347,56.0,12.121212121,53.2198,1e-06,55337.0,1e-06,,64737.0,51.343283582,1e-06,1e-06,1e-06,1e-06,1e-06,569.0,81.054131054,66.0,9.7058823529,22.405534859,22.884513039,16.0,0.8515167642,28.0,1.4901543374,2.0,0.1064395955,,,141.0,7.5039914848,1684.0,89.622139436,11.0,0.6024096386,51.250665247,1901.0,100.0
Urban,Medium metro,Bell,48027,"Counties within MSAs of 250,000-999,999 population",7336.8027332,9243.2742273,4796.4693708,7870.6699882,19.218609048,3.8235628375,3.6326311594,8.7809349221,13.261977574,7.607836247,7.2283175297,17.054351532,31.3,6.1,24.4,79.514561542,19.517047677,57.0,209.0,27.272727273,,1148.6,43.679198927,42.077613124,53.753180662,38.386895168,40741.0,13.706248066,277.0,81.37222,272.0,,,,6939.0,7263.0,6615.0,7058.0,42.0,39.0,39.0,45.0,37.0,29.0,34.0,40.0,5607.0,77.5,68116.0,100516.0,67.766325759,5928.0,141233.0,4.1973193234,20.5,28.767793594,26.032580137,11.272443854,96654.0,24438.0,3.955069973,30303.0,93001.0,32.583520607,270.0,7.9315885797,1375.0,411.0096789,984.0,58.600449747,10.1,14.807228367,12.114741924,2.7447767308,0.9058218399,80.978099198,79.499492931,77.614914292,82.864939273,122498.0,22.0,78.133485823,75.62262413,81.881136094,77.57629637,3503.0,372.8,441.36282814,257.43276885,402.24161917,268.0,71.177590745,102.84287079,52.700694612,66.473450504,331.0,7.6810618894,11.342846689,6.0270402346,6.7616652696,11.726350921,11.338418935,9.7,623.0,235.4,63930.0,19.3,39620.526917,12.771133791,86.0,8.4051271275,351.0,15.146278093,36.284475088,7107.0,7.2629352192,,8.5189677989,52164.0,46745.0,46702.0,60233.0,54.351224596,40.816307347,38.082667182,6.6,,16.6,63767.0,54.784058008,13765.0,12.250364886,27.868258618,10.597901867,,21.93811398,3756.0,1.0798285384,,3.2590352267,,,86307.0,24.812769346,,45.560081993,6846.0,2.229604299,50.214901979,,15.186229794
Urban,Medium metro,Cameron,48061,"Counties within MSAs of 250,000-999,999 population",6322.0298464,1e-06,6243.6309444,7192.1160064,32.324293267,4.8496006437,4.0302955218,8.0094464236,10.559006211,8.0114899149,7.6600209864,17.315495755,31.3,7.6,25.1,60.340209739,14.577719321,45.0,171.0,26.315789474,2050.0,485.6,55.417322706,45.55808656,57.134432428,30.12148444,106485.0,29.533799469,200.0,47.378209999999996,129.0,30.44427,215.0,50.740460000000006,4732.0,3353.0,5074.0,4005.0,35.0,44.0,34.0,35.0,41.0,35.0,40.0,44.0,7010.0,91.2,48259.0,103420.0,46.663121253,11431.0,166268.0,6.8750451079,38.4,5.6390977444,45.580590662,18.40266223,79053.0,13859.0,5.7040912043,49178.0,130814.0,37.593835522,213.0,5.0457791939,1351.0,319.14504091,652.0,30.963810334,9.3,24.150460382,14.20874845,11.544655023,1.7754655436,84.781092039,87.133182844,85.266374082,83.955993582,128813.0,21.0,80.827351034,88.8355743,80.566250862,80.724608595,3859.0,317.5,1e-06,313.83017871,361.91342786,214.0,40.625789023,1e-06,1e-06,1e-06,266.0,5.1652491359,1e-06,1e-06,1e-06,16.461003479,13.912810484,8.9,795.0,244.3,43590.0,10.4,57539.848402,14.164701,48.0,3.7854411932,289.0,9.8454569859,34.487258523,17489.0,13.034664202,58.29252,13.160610698,36624.0,57333.0,33400.0,51618.0,87.276999718,62.140630345,23.361141892,2.4,85.0,4.0,82068.0,67.165351753,16999.0,14.827252349,30.833205499,13.16773851,1590.0,0.3752433772,2790.0,0.658445926,3338.0,0.78777509,292.0,0.0689126202,380168.0,89.720455484,37708.0,8.8991680925,66793.0,17.393693344,51.385450469,34207.0,8.4208064596
Urban,Medium metro,Carson,48065,"Counties within MSAs of 250,000-999,999 population",6320.7364429,1e-06,1e-06,1e-06,12.564468097,3.0691520698,3.3253662287,6.5693430657,1e-06,1e-06,1e-06,13.433521945,29.5,7.8,24.3,75.590423811,21.087006063,,22.0,,42.0,703.6,20.27027027,1e-06,1e-06,1e-06,761.0,15.033583564,1e-06,1e-06,1.0,16.578249999999997,1.0,16.578249999999997,4556.0,1e-06,1e-06,1e-06,38.0,1e-06,1e-06,1e-06,42.0,1e-06,33.0,43.0,1e-06,97.6,975.0,1364.0,71.480938416,97.0,3060.0,3.1699346405,11.3,14.285714286,14.0625,6.753458096,118898.0,29313.0,4.0561525603,373.0,1472.0,25.339673913,17.0,,22.5,377.23195574,23.0,76.460224062,7.0,6.7102396514,4.1101880192,2.3965141612,0.174291939,86.203208556,1e-06,1e-06,1e-06,2418.0,29.4,78.149439955,1e-06,1e-06,1e-06,82.0,358.5,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,9.2358199499,9.9876182315,10.5,1e-06,1e-06,790.0,13.0,371.93742465,6.0164578559,1e-06,1e-06,12.0,28.237287338,28.832384622,183.0,11.254612546,116.04775,1e-06,60668.0,1e-06,75750.0,66642.0,30.862329803,1e-06,1e-06,1e-06,1e-06,1e-06,1948.0,84.991273997,70.0,3.1978072179,24.320291777,18.766578249,48.0,0.7957559682,97.0,1.6080901857,27.0,0.4476127321,3.0,0.049734748,617.0,10.228779841,5157.0,85.49403183,9.0,0.1593484419,49.867374005,5885.0,95.195729537
Urban,Medium metro,Coryell,48099,"Counties within MSAs of 250,000-999,999 population",7572.9150199,5828.0730763,3851.5233222,8991.0476512,17.533788453,3.7340648261,3.6404420555,8.3,9.4186046512,8.2516339869,8.088714938,16.759389482,34.4,5.7,24.7,63.551228312,20.875088902,15.0,48.0,31.25,402.0,532.4,34.048257373,19.363308172,31.065548307,41.826033313,7510.0,13.375603327,18.0,24.1009,22.0,29.3674,34.0,45.385979999999996,5204.0,6401.0,3376.0,5266.0,37.0,37.0,33.0,38.0,30.0,26.0,25.0,31.0,773.0,93.2,15961.0,25435.0,62.75211323,1057.0,24691.0,4.2809120732,19.0,24.113475177,22.463945246,13.970665823,91770.0,23812.0,3.8539391903,5103.0,18052.0,28.268335918,51.0,6.8285890261,174.5,229.36081282,217.0,57.581675759,9.5,12.230874943,9.7583643123,2.1759047183,0.7558405863,72.789992907,72.997784109,71.665330126,71.75042004,22578.0,25.2,76.956900519,81.545845711,86.371919437,75.272438177,782.0,392.9,284.73492498,183.25868451,457.6792297,55.0,76.219512195,102.66129669,1e-06,,48.0,7.1142730102,1e-06,1e-06,1e-06,11.36974805,11.333427951,9.5,252.0,408.7,14510.0,19.2,12895.484873,17.105487442,19.0,8.4406180309,74.0,13.946607111,32.699527422,1268.0,6.9441401972,44.0511,7.8474716773,51486.0,50963.0,40976.0,52609.0,54.300224245,37.371643959,30.014879253,3.4,46.0,12.2,12916.0,57.59900107,2202.0,10.237574969,23.122822474,10.019622762,12113.0,16.169423198,841.0,1.1226355906,1606.0,2.1438201647,666.0,,13702.0,18.290550372,43858.0,58.545245818,1342.0,1.9065478981,50.314364663,14643.0,19.423515679
Urban,Medium metro,Crosby,48107,"Counties within MSAs of 250,000-999,999 population",10778.02468,1e-06,9464.4969658,13332.00833,24.082272641,4.1399995619,3.7676653535,8.5388994307,1e-06,8.7431693989,6.7567567568,16.133301708,29.1,8.4,23.8,32.414589866,15.769382632,3.0,11.0,27.272727273,24.0,401.5,58.670143416,1e-06,75.6859035,23.364485981,1041.0,21.56619018,2.0,33.37784,1e-06,1e-06,1e-06,1e-06,7302.0,1e-06,10022.0,5261.0,25.0,1e-06,22.0,27.0,36.0,1e-06,25.0,40.0,1e-06,95.2,551.0,1339.0,41.150112024,108.0,2603.0,4.1490587783,37.8,45.161290323,35.288808664,14.220183486,75807.0,17885.0,4.2385798155,727.0,1620.0,44.87654321,13.0,21.695594126,4.0,83.073727934,20.0,67.208817797,7.6,15.753424658,8.9351851852,6.803652968,0.3652968037,85.152129817,1e-06,85.501355014,70.052910053,2099.0,32.9,74.890866009,1e-06,75.391162495,73.399333985,108.0,532.7,1e-06,466.99886021,635.97667508,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.390786958,12.248691093,10.4,6.0,124.3,720.0,12.0,139.93251886,2.3094985784,1e-06,1e-06,1e-06,1e-06,32.35441973,179.0,10.673822302,50.85608,1e-06,36942.0,28661.0,34632.0,44276.0,77.787021631,41.015992474,32.918826482,1e-06,1e-06,1e-06,1415.0,68.55620155,163.0,8.6289041821,26.936768944,18.104763519,178.0,3.0174605865,65.0,1.1018816749,13.0,0.220376335,4.0,0.0678081031,3320.0,56.280725547,2330.0,39.498220037,178.0,3.2487680234,50.432276657,6059.0,100.0
Urban,Medium metro,El Paso,48141,"Counties within MSAs of 250,000-999,999 population",5889.7778054,8364.1063268,5545.2379986,7569.2625669,28.497625411,4.5670664042,3.969468163,8.7801436634,12.719849246,8.7188980659,8.0270793037,15.39111835,29.5,8.3,20.9,81.278890697,18.427408781,,,30.886850153,3048.0,364.8,48.419931724,29.871727289,50.576355101,33.760115956,,21.159159251,,49.05015,,44.3831,,83.64965,4324.0,3694.0,4673.0,3910.0,29.0,19.0,30.0,30.0,32.0,21.0,31.0,35.0,,85.7,,,63.680766627,,,4.6054325711,29.6,17.565524194,32.724315102,13.490945674,86539.0,18007.0,4.8058532793,,,36.749593217,,4.8095398356,,364.08938332,,44.956727054,9.5,18.61060822,12.882066143,6.0899040869,1.0746889565,79.734372596,79.202063107,80.044351458,80.824874111,,29.7,80.555336027,79.838547846,81.278345865,77.811105098,,307.7,383.7845976,289.4065111,391.91229792,,42.038029403,102.8259405,39.622127396,44.940864399,,4.6809949492,12.086513995,4.2127632977,6.4766839378,15.144021702,12.509784244,10.4,,303.8,71030.0,8.5,76655.603293,9.5742072715,,9.4275038874,,11.247890806,36.437795096,,8.7104618818,68.06202,8.4934489476,44120.0,49565.0,39656.0,58927.0,74.190790621,47.664648575,22.352610863,2.9,,7.2,,61.59118541,,13.625135154,27.498839852,11.953213313,25548.0,3.0399447889,,1.0399685868,,1.3420830309,,0.2203686296,,82.809343059,99041.0,11.784843112,,15.250442401,50.831260932,17409.0,2.1743664811
Urban,Medium metro,Falls,48145,"Counties within MSAs of 250,000-999,999 population",7710.2535218,11135.396149,5733.6502942,6529.5610792,22.067156082,4.234660305,4.0222636668,9.1530054645,14.354066986,7.1253071253,6.6878980892,18.321909899,32.2,6.4,28.0,44.688234636,16.135391302,8.0,29.0,27.586206897,90.0,525.0,58.716707022,75.834175935,69.25498426,39.453717754,2429.0,19.672795011,2.0,11.578759999999999,4.0,22.93973,2.0,11.46986,,10350.0,,7725.0,34.0,32.0,33.0,36.0,30.0,20.0,24.0,34.0,1e-06,87.3,1839.0,4503.0,40.839440373,280.0,6669.0,4.1985305143,32.9,49.798387097,,14.155571128,75093.0,13157.0,5.707456107,1295.0,3708.0,34.924487594,24.0,13.894517455,24.5,161.95670137,54.0,62.547779554,10.0,14.391143911,10.581613508,3.5977859779,1.6605166052,78.006273963,79.731127198,1e-06,77.467248908,4476.0,47.1,77.389274174,73.981099614,80.012917834,78.277867267,273.0,435.5,624.74564678,351.32118763,397.12379128,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.407978693,12.969940686,12.1,54.0,372.2,3590.0,20.8,1164.9972042,6.5207500514,1e-06,1e-06,21.0,17.228931478,34.734313291,431.0,11.369031918,34.40959,1e-06,35988.0,22688.0,28886.0,46500.0,80.596330275,34.479282727,33.339542761,1e-06,1e-06,1e-06,3931.0,72.728954672,651.0,13.191489362,21.505993003,17.738143029,4067.0,23.323966279,191.0,1.0953719103,93.0,0.5333486265,36.0,0.2064575328,4069.0,23.335436142,8922.0,51.167058554,459.0,2.8253108457,52.411538682,12034.0,67.356990932
Urban,Medium metro,Hardin,48199,"Counties within MSAs of 250,000-999,999 population",9022.8446378,,1e-06,8692.7838249,13.416980069,3.2773772349,3.4839402358,8.4225700165,12.5,6.9230769231,8.172962699,15.064028971,30.4,6.6,29.6,66.592843415,20.241231894,13.0,56.0,23.214285714,126.0,225.5,42.322345536,49.457177322,32.258064516,42.848870874,6950.0,14.735815452,12.0,21.306060000000002,17.0,29.75201,20.0,35.00236,5541.0,8316.0,2232.0,5505.0,37.0,34.0,26.0,37.0,42.0,29.0,29.0,43.0,708.0,95.7,8392.0,14051.0,59.725286456,1534.0,25045.0,6.1249750449,16.7,46.585117227,15.930902111,12.233670975,116321.0,23138.0,5.0272711557,3702.0,13804.0,26.818313532,69.0,12.250985405,88.0,157.30859298,228.0,81.322851721,9.6,11.778846154,8.3272283272,1.6346153846,1.9471153846,86.72607095,75.098814229,73.637264618,84.612265585,20731.0,47.0,76.275901429,67.799479928,80.718153793,76.388928081,837.0,424.4,754.89655735,1e-06,422.0640007,35.0,62.885171677,,1e-06,49.172617266,26.0,5.3830227743,1e-06,1e-06,1e-06,9.8981572779,10.58232327,10.2,60.0,130.4,10040.0,18.0,5476.4922516,10.023780089,17.0,10.039804873,93.0,23.797338792,30.225239469,1148.0,7.8824498764,38.5026,1e-06,58829.0,25612.0,51967.0,59033.0,39.831166311,64.117488163,45.365838661,6.1,44.0,15.7,16757.0,80.799459955,1916.0,9.5675621692,24.758921227,16.179842139,3119.0,5.4586184567,345.0,0.6037907559,379.0,0.6632947724,13.0,0.0227515357,3276.0,5.7333870036,49468.0,86.574843802,226.0,0.4316024674,50.798928928,28163.0,51.547542784
Urban,Medium metro,Hidalgo,48215,"Counties within MSAs of 250,000-999,999 population",5602.9313662,1e-06,5541.8158149,8021.608075,28.816594084,4.413168884,3.8877824086,8.0910033281,11.059907834,8.0924476115,7.0962479608,15.124994166,30.0,7.0,20.8,53.310212463,14.45876093,,,29.518072289,,434.3,57.101744854,14.440433213,59.209693081,15.123342011,,29.71260918,,45.30249,224.0,26.026510000000002,457.0,53.09872,5746.0,7446.0,6311.0,4270.0,33.0,26.0,32.0,37.0,44.0,40.0,42.0,49.0,,88.4,,,47.311593512,,,7.3931065977,41.3,27.325959662,44.991665857,19.446695219,81662.0,14526.0,5.6217816329,,,35.636941314,306.0,3.600665064,2622.0,312.42608627,1285.0,30.596134125,9.4,27.191768592,15.342328836,,2.7408267119,80.396289227,84.965986395,80.96499373,78.562365532,,21.5,82.083302277,87.781456826,81.40763488,81.985555267,,286.9,1e-06,286.66138341,358.60310125,,43.45470202,1e-06,43.967688861,39.682539683,,4.6281603724,1e-06,1e-06,1e-06,15.14324453,13.367314833,9.9,1125.0,177.4,,10.1,,21.250281975,82.0,3.2121491315,,10.526789128,33.310169618,,11.387803989,70.06243,9.4266851981,36978.0,57632.0,34956.0,50810.0,85.020678136,69.191586521,27.24474998,3.4,213.0,5.1,,67.498268988,,15.313086812,,10.849684138,3506.0,0.4073613188,4578.0,0.5319167477,9408.0,1.0931133164,366.0,0.0425254543,,92.198089608,53320.0,6.195238311,,20.306846009,51.002311014,39813.0,5.1386929524
Urban,Medium metro,Hudspeth,48229,"Counties within MSAs of 250,000-999,999 population",1e-06,1e-06,1e-06,1e-06,,,,,1e-06,1e-06,1e-06,,29.5,2.4,24.1,0.4602991945,14.744816113,14.0,62.0,22.580645161,9.0,266.4,59.670781893,1e-06,1e-06,1e-06,1023.0,,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,3788.0,1e-06,1863.0,5900.0,18.0,1e-06,24.0,13.0,27.0,1e-06,26.0,28.0,1e-06,94.0,192.0,1015.0,18.916256158,92.0,1537.0,5.9856864021,25.4,1e-06,50.867823765,,58833.0,11773.0,4.9972819162,347.0,904.0,38.384955752,1.0,2.4673081668,3.5,105.13667768,1e-06,1e-06,6.1,19.072164948,7.7083333333,6.4948453608,,78.858746492,1e-06,1e-06,1e-06,843.0,37.9,,1e-06,1e-06,1e-06,34.0,257.2,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,,,10.6,1e-06,1e-06,430.0,12.3,2338.1576177,,1e-06,1e-06,1e-06,1e-06,34.131649558,147.0,,1e-06,1e-06,39683.0,1e-06,21699.0,41563.0,84.958677686,1e-06,1e-06,1e-06,1e-06,1e-06,665.0,74.719101124,77.0,9.4247246022,22.708711434,15.721415608,90.0,2.0417422868,82.0,,69.0,1.5653357532,7.0,0.1588021779,3428.0,77.7676951,778.0,17.649727768,1041.0,,48.593466425,3476.0,100.0
Urban,Medium metro,Jefferson,48245,"Counties within MSAs of 250,000-999,999 population",9460.701707,12944.231722,4630.4858957,9320.6882781,19.047563551,3.6984481966,3.6504989267,10.19784462,14.234315269,6.7351253398,8.5022184914,17.149339213,34.4,5.7,29.0,60.863033301,16.806461131,29.0,156.0,18.58974359,1471.0,578.4,43.865924517,52.093973442,59.775454897,28.386895151,40948.0,20.046802636,148.0,58.112370000000006,144.0,56.18438,228.0,88.9586,4988.0,6763.0,2851.0,4530.0,38.0,40.0,30.0,39.0,43.0,33.0,33.0,47.0,2683.0,85.9,36470.0,69379.0,52.566338517,7854.0,107321.0,7.3182322192,27.0,41.15531895,31.931143169,12.106099633,98386.0,17753.0,5.5419365741,25398.0,59493.0,42.690736725,300.0,11.779534237,1797.0,707.34664315,864.0,68.037978422,10.0,16.808385475,13.727849486,3.0589871116,0.8717043692,89.521567568,90.616986437,83.929350196,90.954261867,92790.0,19.7,75.817420492,72.591248215,87.274869851,75.899658305,3765.0,459.2,602.39915336,211.33956765,453.08611935,193.0,79.582706224,113.67899326,56.108436937,62.667275932,216.0,8.799087502,,4.6134489026,6.5443346593,11.738973744,11.568375107,12.6,1189.0,,59370.0,23.5,20101.370983,7.9681024063,90.0,11.760309218,271.0,15.271959218,35.194783746,6078.0,9.7128337888,103.00469000000001,12.969615327,47852.0,31268.0,45779.0,61024.0,67.550626808,49.891089907,44.540095261,,202.0,15.9,58181.0,61.881514571,11986.0,13.402061856,23.985267207,14.078088483,,,2565.0,1.0007842403,10282.0,4.0117206856,251.0,0.0979324929,53224.0,20.766370528,103634.0,40.434804662,10482.0,4.4209567352,48.748141819,21196.0,8.4020089348
Urban,Medium metro,Lampasas,48281,"Counties within MSAs of 250,000-999,999 population",7429.376041,1e-06,6583.9766376,7731.9458944,15.790670314,3.5128336529,3.5975870889,6.2735257215,1e-06,4.028436019,7.1363220494,14.710413712,29.5,7.1,26.4,44.686690044,18.283493878,2.0,21.0,9.5238095238,88.0,427.4,36.758563074,1e-06,54.183266932,31.730769231,3233.0,19.285373419,9.0,43.3526,4.0,19.02316,10.0,47.557900000000004,6887.0,1e-06,7811.0,6901.0,38.0,40.0,24.0,38.0,23.0,22.0,20.0,23.0,263.0,96.9,2855.0,4801.0,59.466777755,339.0,9235.0,3.670817542,20.7,1e-06,16.825396825,15.507672217,103178.0,24123.0,4.2771628736,1348.0,4708.0,28.632115548,29.0,13.969171484,26.0,140.60894489,79.0,76.883399998,9.0,13.324450366,10.711864407,2.3317788141,1.2658227848,76.486053955,1e-06,65.962891875,73.065354115,6691.0,39.3,78.697136288,1e-06,82.845455928,78.225528402,279.0,357.1,1e-06,356.81218459,366.06323616,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.72389695,11.071405039,10.0,15.0,87.3,3190.0,15.7,1694.0490497,8.6092852046,1e-06,1e-06,41.0,28.721339956,30.418772133,633.0,12.680288462,38.04632,1e-06,55759.0,,42096.0,54716.0,53.304324177,47.636260345,25.250896317,1e-06,17.0,16.5,5758.0,74.315952504,857.0,11.498725345,22.851571789,19.037428069,740.0,3.5192847292,259.0,1.2317496552,287.0,1.3649117801,71.0,0.3376611024,4213.0,20.036144005,15132.0,71.964616921,165.0,0.8535512907,50.863175917,13433.0,68.267520455
Urban,Medium metro,Lubbock,48303,"Counties within MSAs of 250,000-999,999 population",8186.0715886,14173.505899,8095.0192087,7548.8284888,17.804029545,3.6412234572,3.677385187,8.9521943025,16.122278057,9.2715789474,7.4208884267,16.094836845,32.3,7.1,26.9,88.821185593,19.351599815,72.0,199.0,36.180904523,2170.0,724.7,36.36168998,55.162019593,60.786106033,16.065488688,39443.0,15.392690589,252.0,83.13073,168.0,55.041360000000005,436.0,142.84544,4223.0,8164.0,6016.0,3633.0,36.0,26.0,24.0,38.0,42.0,31.0,34.0,44.0,3038.0,90.1,49972.0,77068.0,64.841438729,4938.0,155834.0,3.1687564973,22.4,33.647375505,29.925202075,9.0459169645,99207.0,20618.0,4.8116694151,26763.0,71250.0,37.562105263,277.0,9.1377825868,2562.5,,1086.0,72.831502374,8.2,18.825553282,15.612452171,3.1197693881,1.3529849358,81.177906409,75.886970173,78.891126546,84.12836815,116401.0,10.4,76.864815491,71.725688631,77.446937189,77.356665085,3682.0,431.7,688.54400816,429.99245499,405.94311106,137.0,47.255718977,66.894896313,53.067602229,35.274815422,128.0,4.4058928817,9.7276264591,4.8173126806,3.1247558784,11.700763637,11.583780535,8.3,446.0,181.2,47680.0,16.2,22737.198957,8.1544731241,112.0,12.337315422,299.0,14.50904826,34.216088671,6594.0,8.7146142257,132.689,4.7384148366,47460.0,32522.0,40658.0,55815.0,57.048826014,43.506920063,27.922183026,5.0,171.0,11.5,61694.0,55.945590569,17567.0,16.614491218,24.050126956,12.175280531,21486.0,7.039397166,3370.0,1.1041035302,7281.0,2.3854533541,412.0,0.13498239,108383.0,35.509214514,,53.530674093,5259.0,1.8935043332,50.65934966,31607.0,11.335540166
Urban,Medium metro,Lynn,48305,"Counties within MSAs of 250,000-999,999 population",10004.4101,1e-06,,8520.1662983,22.732757616,4.0999258923,3.7737307019,9.1247672253,1e-06,10.600706714,7.0539419087,16.675728805,28.3,7.1,24.2,23.060016906,16.618405425,5.0,15.0,33.333333333,19.0,331.9,50.704225352,1e-06,67.885117493,24.875621891,967.0,20.552603613,4.0,70.04026999999999,1.0,17.06776,1e-06,1e-06,6483.0,1e-06,2843.0,6969.0,29.0,1e-06,24.0,32.0,28.0,1e-06,21.0,32.0,1e-06,100.0,732.0,1376.0,53.197674419,102.0,2720.0,3.75,28.1,1e-06,36.301369863,14.569536424,104421.0,18295.0,5.7076250342,502.0,1531.0,32.78902678,14.0,24.514095605,6.5,121.40455734,19.0,65.999722106,7.4,13.01369863,10.604651163,2.4200913242,1.3698630137,75.954198473,1e-06,72.808586762,80.570801317,1791.0,27.9,76.116943666,1e-06,85.781281134,77.155675496,84.0,448.2,1e-06,508.20659989,387.40636799,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,13.1199128,12.20650403,10.8,1e-06,1e-06,700.0,12.3,891.72581952,15.075668969,1e-06,1e-06,14.0,,32.638378116,182.0,11.592356688,34.13552,1e-06,44567.0,1e-06,26800.0,56111.0,57.192982456,1e-06,13.702357909,1e-06,1e-06,1e-06,1475.0,68.700512343,179.0,9.5517609392,26.54036525,17.272572111,111.0,1.8945212494,107.0,,29.0,0.4949650111,1.0,0.017067759,2777.0,47.397166752,2886.0,49.257552483,198.0,3.6673458048,48.830858508,3355.0,56.720202874
