,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Years of Potential Life Lost Rate,1.0,0.62297922936707,0.5508907577331327,0.8507464049948718,-0.004770131244250528,0.1905755552554394,0.3868882366597609,0.19301752731939345,0.1844524419341597,0.014386308193619628,0.26839472328106295,0.4329328355730565,0.2804939363449055,-0.33836385035005345,0.48490820468977747,-0.2928148495791304,-0.28658247500551953,-0.22155068231614877,-0.237682329192825,-0.04807782056949425,-0.2507999698400841,-0.024741302385767074,0.23049022516447384,0.45196346094359025,0.21836253369627232,0.5620895092454229,-0.24081232820942447,0.0706844521270366,-0.3051776269298161,-0.24484209347444613,-0.2543573427422597,-0.18721966249826913,-0.2632444334614837,-0.24052111391659514,0.23556187700603284,0.041015331344938434,0.09229001647024432,0.1923358084441737,-0.17215263301427444,-0.06578610963081585,-0.07966910308210565,-0.17306080862177523,-0.1211503713220579,-0.09122548102035839,-0.14717228347200448,-0.10129541423560746,-0.3279568773803361,0.19687904498983014,-0.2910761838526214,-0.269070955668501,-0.3308269208837992,-0.25228064537676526,-0.2812267075895156,0.26810062091599113,0.38761651636659034,0.3707307836983429,0.2253071245358515,0.33501420585064473,-0.4641995408879886,-0.44769775262185985,0.12287647948746404,-0.23531400266404695,-0.2747730655251978,0.25083518606310207,-0.27351673172621055,0.23208268347497013,-0.1708769562341176,0.11884555729888473,-0.23195773886185786,0.6550584646706081,-0.05323767719513433,-0.2041377812015278,-0.16840992188740025,-0.24676088837326574,0.2332230200725426,0.2058242409219236,0.023185017023280304,-0.008982449911416395,0.19095298206433564,-0.27734352585019567,0.016125959921196777,-0.8971899066488108,-0.605242881945437,-0.015378720519410803,-0.8120873489427677,-0.23109191680584615,0.9419947750978497,0.6328947824508795,0.44383876948502665,0.8362590006338936,-0.2698135494573854,0.5598887113847051,0.5275469291649335,0.5884422049436386,0.5979463056940404,-0.2588713287389655,0.6781481652468083,0.6768630466294744,0.7364363560586885,0.6003070153976672,0.12712824216388968,0.313321413487224,0.4998313739928093,-0.18246522682317146,-0.05091446702206018,-0.2412564815681781,0.453522582185297,-0.27449377463879143,-0.047903178225364905,-0.30774761479437873,0.508537157663548,-0.2626814103350835,0.5586545648404287,0.045829335316475595,-0.2476801325561096,0.0531771538887499,-0.026118752808761005,0.30196158379027954,-0.4854162191074809,-0.575143370632827,-0.21522086980225286,-0.5650670772336704,0.25573016587623637,-0.11246358893053193,0.053340936746424046,0.5659844590155184,-0.262011964829486,0.6038897137974081,-0.2906011034896412,0.27088031780243854,-0.24820994743778785,-0.1045957580397419,-0.24331834892742732,0.414947564115813,-0.18128420273328127,0.18643611819920175,-0.2442528821556764,0.15343247261418433,-0.2764112648402765,-0.38863801895996397,-0.2455211713054175,-0.08316131279384698,-0.25630467431390985,-0.3014996888341506,-0.30976617828704345,0.3070404434543538,-0.221150811078661,-0.3374399220509802,0.016838786586238934,-0.23888141336867394,0.4239859630662313
YPLL Rate (Black),0.62297922936707,1.0,0.24785175819042463,0.4791537012040746,0.22308174527470145,0.36235272182952416,0.43643217212542396,0.056595135711013066,0.38842469909605226,-0.12924638828201881,0.02940305821196879,0.3225645839638378,0.24760132634810272,-0.17556265804318674,0.41112784246914713,-0.2281091353220674,-0.5206750235138151,-0.15879859783675532,-0.18390397182485652,0.050267429243303456,-0.18470385769317194,-0.06733924955403821,0.36316637787939243,0.5036827934387698,0.2632082970080271,0.3722759122368345,-0.16819183115754602,0.3275330866626421,-0.24125343166396557,-0.3290605131215868,-0.1967212133792494,-0.2501916506175008,-0.20458180866883985,-0.31247199275057475,0.012654903087720293,-0.2071014777326242,-0.2576225981779991,0.04101711491279329,-0.21355750790098352,-0.162187726969169,-0.10784444458020108,-0.2361132672887181,-0.18266528047071903,-0.05015005407867334,-0.05779634394900072,-0.19320071406905,-0.2373218150709297,0.19973016471994573,-0.24279075851086318,-0.21487906335666943,-0.39291571315666235,-0.18893678680224898,-0.2265922947823661,0.3585873979089387,0.494091463201331,0.35713341854259834,0.29687956737219345,0.43648443638722634,-0.4528257845577028,-0.48238886118901475,0.2125946093205768,-0.16822665017975696,-0.21447474587376808,0.20564791276118177,-0.22212677440740217,0.5078836882398113,-0.11313223420583321,0.08992109993340479,-0.1856395546013849,0.5590004319258877,-0.2016710496798823,-0.10901475754449706,-0.15657618172528637,-0.04174143310462266,0.26709814545426386,0.2538281391748824,0.03786086237014097,0.08111189379744799,0.3522536105322544,-0.2249971718024997,-0.12171773941491283,-0.5668014400534656,-0.9003991807733969,-0.10149713255680773,-0.4105041568584934,-0.18533319241210666,0.5892293477279904,0.908275574643236,0.2334204521926692,0.4703784744356391,-0.1580357531142596,0.36680835338740414,0.7608449631737674,0.4647756271240805,0.23625851012032884,-0.0956881447578663,0.479639813601591,0.7174802458456208,0.514746750590963,0.4067001244456373,0.34383761841591065,0.45664488409628023,0.44869665657144747,-0.11951316539525456,-0.20478227755864217,-0.19265567092321423,0.33068988142312583,-0.2059660835701172,-0.17816020486879194,-0.12240367356118961,0.3506702797909455,-0.18887328350135388,0.5783231471422087,-0.010776981420709663,-0.1771430253377012,0.31278580887849866,-0.028310782479885565,0.3828156160577275,-0.47579795781257395,-0.5402388458352405,-0.24207300589240724,-0.46218622262177184,0.37895516386797384,-0.036824025316994725,0.07745099802120864,0.48780118562059555,-0.15830339007389296,0.3227265791264154,-0.24225324080842972,0.264607457269846,-0.18513788027040298,-0.1263079495954493,-0.16750606777622543,0.54006897874443,-0.1436899638469098,0.049429189002752956,-0.19848047636418298,-0.04392478761414997,-0.24192101914785516,-0.39851626187116423,-0.23038013464774001,-0.13288539561054116,-0.1734672338765809,-0.21631329794190973,-0.2920630185828147,0.28243954246589786,-0.1332620096108396,-0.2345204438059566,0.18939650628960603,-0.377908232607499,0.44183951887275524
YPLL Rate (Hispanic),0.5508907577331327,0.24785175819042463,1.0,0.3747734544338436,0.4400235670719598,0.4256142184311273,0.19588530294015113,0.29981564368528935,0.2595305523793669,0.3822732644379425,0.32127905201779483,0.23026383612913634,0.04366750675052556,0.12105015005646434,0.06444923583626519,-0.1703731340634301,-0.2837274121869262,-0.19438701596044738,-0.21330470663128107,-0.1506283904546789,-0.1846522883426917,0.10146751431569768,0.4892370549172309,0.346490898949359,0.4648964628444093,0.3421498458532394,-0.18924907293076773,0.2132017765195953,-0.23890009581884925,-0.2254254560588899,-0.19874016174429368,-0.2947662473230484,-0.1941154753729494,-0.23042173294234145,0.28059983713478837,0.28441363415893867,0.27678074162071276,0.20140108546434227,-0.4247993827880894,-0.2639493132402195,-0.22827525433220974,-0.35835678702499685,-0.5049088793897417,-0.357092324538278,-0.3511316153417021,-0.4903461954373363,-0.23010209149779423,0.0040604180277713136,-0.23502644933534847,-0.21589982502323277,-0.43798546838473823,-0.20731501564939986,-0.2297664383358462,0.1906518216306975,0.49151079847379453,0.30644030429708835,-0.062052933383503234,0.2882234149449835,-0.3912343833516614,-0.43653126253588054,0.26466125166463395,-0.18185086370439674,-0.21844377762439018,0.32930120857708634,-0.24875271421051406,0.3012276815075148,-0.133659237750157,0.1708138394454924,-0.2026357892467156,0.323518787349401,-0.50653889806403,-0.06612164366196421,-0.2908406232773346,0.15300978263988244,0.2881412130290219,-0.03792122191743434,-0.06102821964200939,0.07256785197928034,0.09361440720836674,-0.22828408588938018,-0.2669325781373263,-0.4770465349590448,-0.22632369021886178,-0.6303063855985692,-0.31089102413229086,-0.208965008103194,0.5151870528828703,0.38510437620883026,0.9297887479749198,0.40491252919092446,-0.18253597622041667,0.20227475163246025,0.3208832147310824,0.47348637938098237,0.05044935976168072,-0.146039253197035,0.10905953578918075,0.17834503217585096,0.49395000509709835,0.048030568409904224,0.4146401502017533,0.2655729488972933,-0.027466665085186633,-0.14630268488083878,-0.02206582064754491,-0.22450076113019435,-0.30355489216168585,-0.18473660663634478,0.24276523251093876,-0.15871418734400314,0.19849097359108517,-0.21567990112287738,0.38060626062000114,0.1436811765435542,-0.1973582052859116,0.1310962476245664,-0.11095613178107376,0.4070936405144915,-0.483668101544718,-0.27794918041950584,-0.29330714191277274,-0.35926276163926585,0.3744540258661966,-0.1282645997369651,-0.349372350320453,0.27990135193964055,-0.17415890863374534,0.1889639323650968,-0.24658744405132454,0.027512858038767775,-0.2016482153764798,-0.16768385610958614,0.04129619974873114,0.06294676445179065,-0.18655419123581765,-0.2812851855563152,-0.19922641811573613,0.2277636613449651,-0.23357633186888407,-0.3253652702444836,-0.21081442948037893,-0.18731738650590865,-0.14771818705682402,0.4266791827791642,-0.30663414273330375,-0.3289081422843642,-0.1546371598341414,0.019749211934065668,-0.3544337481799224,-0.4530715448627542,0.1138119685266906
YPLL Rate (White),0.8507464049948718,0.4791537012040746,0.3747734544338436,1.0,0.13285926452612387,0.25327115140825385,0.2994739549075887,0.17722008629708427,0.13098591065645832,0.045265875799741236,0.2261458692210814,0.36202157503694615,0.24312321325699787,-0.175376839064322,0.38347145406513083,-0.32745310776680464,-0.30418002496418634,-0.23978894646425408,-0.25828985396699633,-0.09871388449029594,-0.2651139945077272,-0.020844855273631325,0.41076985867652227,0.3072388862117113,0.30571605262318013,0.6547451757207158,-0.24791600225087204,0.24256361189735623,-0.3093314547251793,-0.378319104401303,-0.263147655332351,-0.33560012289821695,-0.29038464978252054,-0.28621507166818805,0.21674620054592458,0.04706227313692724,0.14532313088974874,0.23500668640353045,-0.3021755826445456,-0.048163106576956605,-0.09663014590715224,-0.3247202152391875,-0.20770652097533043,-0.048806488895208486,-0.2127791460819308,-0.20828634391664483,-0.32377179636939624,0.1700386268570786,-0.306037971100385,-0.28283539111548894,-0.4513221464541351,-0.25803229351779905,-0.2972072695554242,0.39801623452949214,0.39925862296952785,0.2974038933785553,0.12668978245937243,0.4700093977435884,-0.5021545569815137,-0.4077457162969251,-0.0006101892383345615,-0.24619470294726023,-0.2841212252373568,0.2177882065509264,-0.30323797406516956,0.23691272762948007,-0.1874831995182911,0.11031535610919423,-0.25366316161629465,0.687052938262781,-0.27785388507136527,-0.2590866917980215,-0.35769200080881175,-0.059159870834880036,0.2303108456233339,-0.007700825208778635,-0.041006996915337116,-0.0641914496482689,0.07287519470483145,-0.2933475713183731,-0.038113924548433674,-0.7776358469718139,-0.44494079299648687,-0.03807699634680899,-0.9090367263029083,-0.2519809783683196,0.8124013571555431,0.5051613064750464,0.3200305725225625,0.9264375060678671,-0.26172470822079663,0.5207935597436817,0.41365484751542475,0.536553697462046,0.5988303844765895,-0.24793962608371237,0.5548073568367349,0.647488492208934,0.7017846152845347,0.6101145284171561,0.20749151982941408,0.2805943836344045,0.38434021194390755,-0.1931783785261202,-0.061023259931748494,-0.2634831965220791,0.19484739005864485,-0.27177268581076386,0.006992130403099151,-0.30250388246726556,0.5147727433170757,-0.2605440057465718,0.6115006282272768,0.04912944989306884,-0.25544338005597245,0.20374973202307178,-0.07450480545908145,0.33510730093941016,-0.4994658811761897,-0.3967985852423581,-0.20206104098429858,-0.5415158468674117,0.3407273999319283,-0.1438346709948875,0.016208924291371923,0.4784072502945122,-0.26097441518753933,0.6677724157228421,-0.30549670112779836,0.2473821794003023,-0.26757532070186096,-0.30428962579597807,-0.14645851065230325,0.36046431346462626,-0.20654120824691624,0.028034257195883885,-0.26110685781873044,0.2761130192397065,-0.28852118786757697,-0.366301440018404,-0.256018024459494,-0.06802408926061636,-0.25019863339048987,-0.08232779944405623,-0.3414182614119935,0.12448064770314185,-0.21594216461765445,-0.10055511562731338,-0.11882841771574568,-0.32249166840243354,0.38148962393427205
% Fair/Poor,-0.004770131244250528,0.22308174527470145,0.4400235670719598,0.13285926452612387,1.0,0.9345196133760857,0.6304655452003856,0.285114457684927,0.09973038554508494,0.2687801021824894,0.11859217004902142,0.562663812383971,0.059765718586788585,0.01847541000335798,-0.09968164451424182,-0.00576111984700619,-0.6221862297460592,-0.04588169150532738,-0.04709489049144324,-0.02038282271080073,-0.04245243418016758,0.05145815105439377,0.6647239450816737,0.23785488553454445,0.49351330526959347,0.20543455487461626,-0.0016152268618415413,0.48741589195291457,-0.06681772686889995,-0.13726878181177218,-0.052240573469421986,-0.14168801888481491,-0.053972392773499564,-0.10095167985285929,0.17391938154305991,0.041894547745369694,0.18654145542873096,-0.05957721351829376,-0.41995668395943364,-0.14974700535388852,-0.14888810873999336,-0.471822626721404,-0.25871654896097024,-0.14675297424223968,-0.1388695524044122,-0.30587497085075593,-0.039010047892285904,-0.2473455378420629,-0.07037670622062171,-0.047518758298359956,-0.5115987536722181,-0.026330643663786728,-0.061867438457690035,0.5366643383074834,0.6865417630925705,0.1135708851548317,0.302178402027207,0.5110947960317559,-0.5649376885383279,-0.5899468903386537,0.3944112670433996,0.0017693820171172541,-0.02909508882615987,0.3566619622714858,-0.08706013717739565,-0.25031808770178743,-0.015476439391442665,0.1260856300156373,-0.06125513960815959,-0.2656279802652495,-0.23894906380268904,0.444556707873413,0.08174972279671197,0.6258996724488933,0.24721885812489838,-0.12717628618138094,0.04314829303904214,0.22477204289573963,-0.06209909762652524,-0.06037085852568426,-0.3588012991598195,0.12305224413836109,0.028076618902680674,-0.3534946723780216,-0.027490865479862646,-0.0524940411725819,0.00802841962523184,0.3655272243889546,0.4776820272986276,0.18287671811381168,-0.00742406745364682,-0.10427014227847933,0.11768898403771738,0.17494030628532942,0.12624654910158079,0.0068496999029520516,-0.12911359667666386,0.4970693662976554,0.41160965368580116,0.4403501274117834,0.9613015142857249,0.7746792170716865,-0.19995126519682685,-0.03899701269790429,-0.00947436251957438,-0.0683070724603464,-0.37953446384874834,0.05455904789429303,0.27072593559648117,-0.0016622061114068872,-0.07994612065044507,-0.05033554623371746,-0.08771050024504981,0.6084001750432475,-0.013784899709807338,-0.07010557943527945,0.042367400114815136,0.39557177825774165,-0.5805223956898431,-0.07626544918436848,-0.3610916371138078,-0.3039538391865165,0.6927831627973283,0.12409956821333915,-0.23540280441265302,0.11604120304067961,-0.03209839734384203,-0.2089036852573482,-0.06593431587923154,-0.22157837925075696,-0.04118575062161696,0.15376486876333142,0.3730107211425959,-0.2279785697664612,-0.0679457720834126,-0.16517187660213975,-0.046119470576483045,0.09939771362180012,-0.10733589169367783,-0.13007673064892125,-0.046583049155134795,-0.018856752440358636,0.06938514016264277,0.831690387720004,-0.16368078971777422,-0.8260799191592825,0.05004444337381754,0.6543896973164983,-0.14193724858093515,-0.25470097929641755,-0.24838205606149155
Physically Unhealthy Days,0.1905755552554394,0.36235272182952416,0.4256142184311273,0.25327115140825385,0.9345196133760857,1.0,0.8347513170330724,0.30522296917628405,0.10483877111630101,0.1794496644921764,0.1356341892686904,0.7317854634615171,0.12290562094470105,-0.14050662862235003,0.060618426943017494,-0.04065611795797936,-0.7074274938166911,-0.08466264576626006,-0.08492138951486294,0.016321562212231445,-0.08156397123425928,0.02615962735503574,0.5969869243067347,0.29592305016470083,0.4111608934286723,0.2685066509368052,-0.04239693854376822,0.524646359500771,-0.12368522229170781,-0.11568506981201025,-0.09771596218556419,-0.12641649040817407,-0.10631528208222546,-0.09676600756068758,0.16868681954085069,-0.0003316209288960326,0.15204927027310516,-0.025228158492724143,-0.36448440526464476,-0.13295918074071256,-0.09971643652232498,-0.4192414904004275,-0.2159087171994283,-0.10316975238806479,-0.12761898537979607,-0.24987647582777764,-0.10077300279434817,-0.21185758804469412,-0.11956419392881107,-0.09274904247673915,-0.5203420936415495,-0.07017237471525932,-0.10901357012027477,0.5445279253119268,0.7494480976565352,0.24610076216028992,0.4276962267090935,0.585412730493762,-0.7089800410604752,-0.7204096568810182,0.4101211747889799,-0.03588974045602855,-0.0756032414745339,0.40594353733670785,-0.1269060870185576,-0.1701785791357999,-0.040216092718604594,0.12520414026297097,-0.0976299027235025,-0.12861924606727151,-0.16407108400835274,0.4390795888260715,0.16199082842724186,0.5042780614287085,0.24734886389259944,-0.08290707739282548,-0.020668588576347905,0.1824302717377377,-0.027207516846614866,-0.10554048032070322,-0.3405406996402183,-0.017079560068616523,-0.1593333966794722,-0.2199869065774557,-0.16153796956769723,-0.08708088139135342,0.15578891426376223,0.47540514575180165,0.4382328480829194,0.3008237441079159,-0.06589505295675752,0.003234286490197564,0.2545063967060973,0.20360069122168556,0.2675854603141274,-0.05117754683951987,0.006260064928376369,0.5397994575910753,0.4324659897275607,0.44101816153443574,0.9915535615227675,0.9259085132240786,-0.00442937119765158,-0.0853661425403323,-0.04695161418580494,-0.10650384263397314,-0.12142069358903515,0.021844555176348018,0.2626472706185784,-0.0799355065710504,0.0589991504174831,-0.09612479372669223,0.007902127851265197,0.607208929555843,-0.057371760086771216,-0.03724586184697266,0.07157867358804951,0.3708900143993451,-0.6976614611417953,-0.3061513527672612,-0.46698765839013423,-0.513837263833503,0.742676042210754,0.11631247842401604,-0.17200135505199293,0.18090481067135894,-0.09426652343359539,-0.07102261186970511,-0.11124307030726192,-0.18170379889761448,-0.0793874521153845,0.2215436324853463,0.23321806911023596,-0.0812263091106883,-0.10731684259537555,-0.06204238780065321,-0.08379452802802444,0.12312323175192516,-0.17592467038710735,-0.2262995331572481,-0.06385594924403407,0.0003842342198033857,0.027907936935173662,0.6232755857993215,-0.2031012283336227,-0.6262678815310642,0.003273175514116806,0.512794670924408,-0.051124735901118074,-0.22527990377272808,-0.12666197183989178
Mentally Unhealthy Days,0.3868882366597609,0.43643217212542396,0.19588530294015113,0.2994739549075887,0.6304655452003856,0.8347513170330724,1.0,0.25529779416489534,0.06559972709705496,-0.009503597492880874,0.10419600457963714,0.7754237137273345,0.1587790756709453,-0.3523673735066949,0.2716437200943526,-0.06432555409638954,-0.7099040447044616,-0.0639867840576656,-0.06973186066508967,0.07230604878544256,-0.06391363578803964,0.038126057804478496,0.34547515817400015,0.3479789801502409,0.1554653647960521,0.23645103323303784,-0.03366696777795667,0.4645589874672673,-0.11384626547159786,-0.0573797402798825,-0.08180273628965418,-0.047282018643765224,-0.0964517191502867,-0.03572843562976122,0.11302371655850554,-0.06778023749613997,0.0573122249253011,0.004549433364069433,-0.16371574307044442,-0.0822420782027244,-0.0049002102609092615,-0.19217628818175014,-0.08917957715410749,-0.010660880598119534,-0.07496643358217285,-0.07780937242266274,-0.10872870662312814,-0.10573589248468318,-0.11048783410004767,-0.08400038337099955,-0.32771503968192855,-0.06216743854903531,-0.09839465933086472,0.44779520812155077,0.6559873525276941,0.30523013798942056,0.5120020131921841,0.5498215415342618,-0.7205855582101999,-0.7070517446612049,0.3298382156364426,-0.029652632801808826,-0.07171561927036524,0.41192210728815587,-0.10074373714096756,-0.02472730415959226,-0.021336088629669667,0.09755024433240028,-0.0743132836088542,0.06428289694808785,0.0030362501002687142,0.35798937601111236,0.25691695654169594,0.2371776767959964,0.2174492915751786,-0.02378276146289735,-0.0714346851190688,0.09329021434827837,0.02382041275859545,-0.09521054714523415,-0.2252492834283848,-0.18719567862725087,-0.30206183011798865,0.07312279839149662,-0.24550979594262723,-0.0680994831923696,0.3072013596894682,0.48411039404624445,0.16365432797443347,0.3238698591691477,-0.06288003797488546,0.14106681345415423,0.34902606467468017,0.1831062489152429,0.35549560735518637,-0.054136315137378224,0.2109559328459499,0.6757593129533483,0.3925179224474227,0.5206011712252698,0.7935899888240063,0.9569024337348259,0.3033721476229608,-0.05604931145831553,-0.14161801321398235,-0.08121365559762754,0.2811565968126939,0.009875617272942342,0.20743424909265357,-0.08465098058247718,0.1633610603356839,-0.0835281459265215,0.10794381673152652,0.44777963201602494,-0.048442274463298095,0.025047012880964892,0.08601795499633186,0.18658363207381873,-0.6654622488110483,-0.4499677509790297,-0.4663555564883787,-0.6342249003020277,0.6239831846384265,0.10194947979283991,-0.020063727933122045,0.22188664623782664,-0.09142188292384985,0.07013605427265994,-0.10109490709519729,-0.09413729171268978,-0.05974143303131796,0.2947018593356998,0.052344446183001735,0.14377153251895142,-0.07978940265283116,0.08722360759897105,-0.06652384942259532,0.13271679388251295,-0.16564010802720278,-0.2742692265059871,-0.06538271553514735,0.011434967006197682,0.008740720596215243,0.17900330216350055,-0.17071838651140223,-0.19400324864263493,0.003698138043202275,0.21073672468999008,0.21565082439490374,-0.11192383548619826,0.06462367928189816
% LBW,0.19301752731939345,0.056595135711013066,0.29981564368528935,0.17722008629708427,0.285114457684927,0.30522296917628405,0.25529779416489534,1.0,0.22870836361648644,0.604980084118977,0.700192044966177,0.3142529702629389,0.12928356364212618,-0.13971665645856426,0.08615377538872493,-0.09134679134778687,-0.2109785014790762,0.05139145168117552,0.05593939775872032,0.0009956379291930688,0.05690903440644117,0.1424127036304291,0.27988615755216945,0.23898111866326838,0.22141318764941648,0.17320382286694602,0.045407847912732634,-0.026397013929739824,0.04006206277867981,-0.05872186245724569,0.05102799978511562,-0.0353286289618357,0.06367708449493775,0.06474354852470204,0.12481101001277908,0.2024063641649611,0.04564969316683149,0.054321998083043437,-0.17568468547154847,0.01110861103759565,0.0024418167467271656,-0.19665961789095243,-0.10648190184747666,-0.09633481927165966,-0.10817370005713073,-0.09999716444396192,0.05277676457684395,-0.17159657067348458,0.038975322943447535,0.04412772478885137,-0.13707630685460287,0.049299444114563905,0.03887769224376171,0.3288495853659913,0.32284867179850146,0.0230308941954894,-0.018557592213331957,0.18701708574360562,-0.24182592188550267,-0.2856778783047563,0.21656864670093104,0.05585342573239831,0.04561714810509486,0.262513361843344,0.04186045010506773,-0.08372320378027269,0.062192835078470406,0.29773321069189707,0.06114552925343176,-0.09694524670030978,-0.017025667639952922,0.07514128116085314,0.05993117898184161,0.021483139800856248,0.09740873843251546,0.09968694247670326,0.08403878070970934,0.18913476768250373,0.19869032013055812,0.0416593336949995,-0.03754108037933914,-0.13193587855156352,-0.2384330480493191,-0.2816612696498032,-0.1482074641555969,0.053833429422764485,0.19898071245048768,0.16120040957472354,0.3301313937854961,0.255812813776834,0.09314474533625276,0.009019634530602467,0.1303164480220669,0.14620867122995154,0.016777156131185838,0.13985886615728393,0.27801269554367286,0.24043277085611123,0.3433325595696582,0.16191268380858392,0.29918302025526583,0.2717741922561177,0.04681433078834201,0.05725811181013073,0.1711227961097902,0.04454889446109853,0.1293692143921366,0.05799873570544803,0.05481950909790908,0.10600639467970507,-0.010519992926267877,0.07461413965231316,-0.18339244371044355,0.344503307793168,0.041363755398690874,-0.2638120336918284,0.15629221913180955,0.16648301931343418,-0.241790212543397,-0.1871389766258494,-0.053912788490168534,-0.1300866778470922,0.24436236601284025,-0.05386078821682992,0.05383006528766085,0.4093411347508001,0.07505533367806035,-0.019231576177746144,0.04052721701147651,-0.14036908652908756,0.044759174792471663,0.10043918009626385,-0.04860440586683928,-0.06577316901649953,0.05458714811669602,0.25298337518867314,0.04530095601572212,-0.09838787674800713,0.03559820655122624,0.039140373600829025,0.05400013185499885,0.01876427231922171,0.05864843174475021,0.13970645653390626,0.013263138493000516,-0.23174640551945005,0.0456185618560131,0.010155396414777279,-0.12017731497354274,-0.06904003180889393,-0.06427527777805138
